Echantillon,Latitude,Longitude,N,P,K,B2_2024_11,B3_2024_11,B4_2024_11,B5_2024_11,B6_2024_11,B7_2024_11,B8_2024_11,B8A_2024_11,B11_2024_11,B12_2024_11,NDVI_2024_11,SAVI_2024_11,EVI_2024_11,GNDVI_2024_11,NDRE_2024_11,NDMI_2024_11,MNDWI_2024_11,BSI_2024_11,SI_2024_11,VSSI_2024_11,B2_2025_01,B3_2025_01,B4_2025_01,B5_2025_01,B6_2025_01,B7_2025_01,B8_2025_01,B8A_2025_01,B11_2025_01,B12_2025_01,NDVI_2025_01,SAVI_2025_01,EVI_2025_01,GNDVI_2025_01,NDRE_2025_01,NDMI_2025_01,MNDWI_2025_01,BSI_2025_01,SI_2025_01,VSSI_2025_01,x_m,y_m,block
37,32.32432167,-6.56375667,2795.26,60.97,74.71,0.05209999904036522,0.07810000330209732,0.1033999994397163,0.1371999979019165,0.2039999961853027,0.2361000031232834,0.2680000066757202,0.2563999891281128,0.2416999936103821,0.2070000022649765,0.44318794852592414,0.28333716906274437,0.2747638067651927,0.5486853433985995,0.30284551537410626,0.05159900529522564,-0.5115697041156881,0.03758266287252018,0.0500318992247939,-1.700800023972988,0.04450000077486038,0.07419999688863754,0.08879999816417694,0.1370999962091446,0.1978999972343445,0.221000000834465,0.2632000148296356,0.2398999929428101,0.2177000045776367,0.1926999986171722,0.49545457310272795,0.30704227817903545,0.2981706563576821,0.5601660071625778,0.27267904355178,0.09461428222328863,-0.491606736815903,-0.001953781870537078,0.04195079058106897,-1.6116000711917877,390300.32479095215,192731.8936587096,7
38,32.32597833,-6.637005,963.92,7.38,24.53,0.05869999900460243,0.08429999649524689,0.1254000067710876,0.1378999948501587,0.1465999931097031,0.1580999940633774,0.1709000021219254,0.1771000027656555,0.2843500077724457,0.2690500020980835,0.15356055967486062,0.08570889396464451,0.07670003339448045,0.33934171534713137,0.12444447011984464,-0.24920374066030146,-0.5426556582630018,0.2817705618516821,0.07650437018776657,-1.3129000514745712,0.05294999852776527,0.0729999989271164,0.1098000034689903,0.122299998998642,0.1265999972820282,0.140550002455711,0.1546999961137772,0.1579499989748001,0.2428500056266785,0.2400500029325485,0.16975422512612343,0.08809678090770069,0.07925159607825706,0.3588054396451898,0.1272078505146988,-0.22173313773173553,-0.5377552753299971,0.2587899575730567,0.05829614456285359,-1.1765000000596046,383407.5093717817,192994.86571694107,7
39,32.329695,-6.61941667,988.83,9.18,20.76,0.05750000104308128,0.0771000012755394,0.1150000020861626,0.1337999999523163,0.1361999958753586,0.151199996471405,0.1571999937295914,0.165800005197525,0.2439000010490417,0.2340999990701675,0.15503303503707613,0.0819735661851085,0.07450826598823225,0.3418693718300274,0.1068090940866145,-0.2161555926998812,-0.5196261621369563,0.2513947151971506,0.057096990018794515,-1.206799976527691,0.05490000173449516,0.07249999791383743,0.1077999994158745,0.1239999979734421,0.1330000013113022,0.14274999499321,0.1499000042676926,0.1577499955892563,0.2339500039815903,0.2195000052452087,0.16336827352220343,0.08334434072947432,0.07599553273415602,0.3480216063247031,0.11978703910251089,-0.2189657358046676,-0.5268396297677493,0.25057175883161253,0.05135202710107567,-1.1435000225901606,385067.90821016673,193387.4099440552,7
40,32.294965,-6.58745167,600.0,3.01,14.0,0.04259999841451645,0.0617000013589859,0.09440000355243683,0.1058000028133392,0.1151999980211258,0.1224000006914139,0.1288000047206879,0.1317999958992004,0.2026000022888184,0.2017000019550323,0.15412186263019628,0.071349559129,0.06251362982460458,0.35223097568515266,0.10942758046008964,-0.22269159862546992,-0.5331063127206155,0.2681468830719349,0.040864420857744214,-0.9926000386476519,0.04120000079274178,0.05700000002980232,0.0869000032544136,0.09830000251531601,0.1058000028133392,0.11429999768734,0.1234000027179718,0.1248999983072281,0.1933999955654144,0.2010000050067902,0.1735615703919165,0.07708010521608503,0.06831112258234767,0.3680709606913673,0.1191756074135721,-0.22095957388189794,-0.5447284240826449,0.2600584276084042,0.038873400076961495,-0.9375000298023224,388032.83304301614,189502.51861048664,7
41,32.333035,-6.5871167,1995.81,24.2,59.84,0.07699999958276749,0.1132000014185905,0.1779000014066696,0.1923000067472458,0.2036000043153763,0.2168000042438507,0.2442000061273575,0.2349999994039536,0.3267000019550323,0.3107500076293945,0.1570717919455887,0.10785164978687195,0.09558272885659921,0.36653609842296736,0.099929772857688,-0.14450866091292836,-0.485337573116068,0.22208766700744534,0.10152202810004947,-1.8841000348329544,0.05880000069737434,0.07940000295639038,0.1291999965906143,0.1483999937772751,0.1556999981403351,0.166800007224083,0.1793999969959259,0.1827999949455261,0.2592000067234039,0.2545999884605408,0.16267012730369346,0.09312391937325493,0.08291490710370336,0.3863987390709494,0.10386474104978735,-0.18194256468041725,-0.5310100357233772,0.23970635994183037,0.06599231872075073,-1.3841999620199203,388112.3874881022,193722.62676824754,7
42,32.32781833,-6.556165,1075.76,11.86,22.1,0.05460000038146973,0.07460000365972519,0.1301999986171722,0.1500999927520752,0.1570000052452087,0.1729000061750412,0.1870000064373016,0.1868000030517578,0.2612999975681305,0.2339999973773956,0.17906685604027048,0.10425845717477049,0.09110157181008892,0.4296636009540822,0.1089344335050616,-0.16573720789926955,-0.5558201627571246,0.23677142381690267,0.06114419874565601,-1.4368000179529188,0.04729999974370003,0.07970000058412552,0.1004000008106232,0.1380999982357025,0.2269999980926514,0.2466000020504,0.2655999958515167,0.2621999979019165,0.2275000065565109,0.1787000000476837,0.45136610955225226,0.2861431795801919,0.272922509091293,0.5383724200636278,0.31001748826780456,0.0772662523457317,-0.4811197983586068,0.02340825792628841,0.040654251182496534,-1.6705999821424484,391019.2399244695,193111.59285705525,7
43,32.313095,-6.55682833,1173.91,11.86,23.42,0.04780000075697899,0.06925000250339508,0.1155999973416328,0.1339000016450882,0.1578499972820282,0.1711499989032745,0.1677999943494797,0.1877499967813492,0.2302500009536743,0.216049998998642,0.1841919490264119,0.0999489358466107,0.08683212115791442,0.4157350463561267,0.16741798611001307,-0.1568898560085221,-0.537562591166362,0.23198860893681536,0.04974551247547865,-1.2784999534487724,0.04800000041723251,0.06800000369548798,0.1085999980568886,0.1215000003576279,0.1471000015735626,0.163900002837181,0.1648000031709671,0.1728000044822693,0.2123000025749207,0.2000000029802322,0.20555963663541074,0.10899923395045569,0.09647075934213939,0.41580754383396806,0.1743119371616636,-0.12596127964527432,-0.5148055481148269,0.2025482405589396,0.04246000114768745,-1.2309999987483025,390938.7068473331,191480.04223830975,7
44,32.30157333,-6.5539,1098.63,19.4,24.86,0.04960000142455101,0.0729999989271164,0.1272000074386597,0.1453000009059906,0.157600000500679,0.1674000024795532,0.1721999943256378,0.1808000057935715,0.2404000014066696,0.2334000021219254,0.1503005560170429,0.08443830395483219,0.07195852960402224,0.404567690553309,0.10886232459180825,-0.16529328071051727,-0.534141677623237,0.24737022685947727,0.056109360838427554,-1.3510000109672546,0.04639999940991402,0.06780000030994415,0.1212000027298927,0.1353999972343445,0.1446000039577484,0.158199995756149,0.1685999929904938,0.1701000034809113,0.2257000058889389,0.2152999937534332,0.16356104484823364,0.09002277257047901,0.07656026269241248,0.42639591840448243,0.11358430786167152,-0.14481362646691578,-0.5379897843477656,0.23473930547148775,0.04859320985803838,-1.3133999779820442,391200.2676944936,190199.6836966304,7
45,32.29392833,-6.56303833,1130.45,15.95,23.75,0.0458500012755394,0.06629999727010727,0.1115999966859818,0.1299500018358231,0.1464000046253204,0.1575500071048737,0.1588999927043915,0.1690499931573868,0.2103500068187714,0.2019000053405762,0.1748613593299892,0.09208305646279222,0.07964973846786529,0.41119004949147664,0.13076920349675072,-0.13933653091803433,-0.5206940426492511,0.2225175809037531,0.042469667500100186,-1.219899952411652,0.04320000112056732,0.05880000069737434,0.1040000021457672,0.1185000017285347,0.1358000040054321,0.153500005602837,0.159400001168251,0.1642999947071075,0.2018000036478043,0.1891999989748001,0.21032649246443239,0.10885511943015176,0.09490201248533309,0.46104490902701506,0.16195188611695677,-0.11738649445411664,-0.5487336915477756,0.20298977510055247,0.03818056048327923,-1.1994000151753423,390330.3899457186,189361.70164460607,7
46,32.28679167,-6.56068,645.4,9.11,21.93,0.04145000129938126,0.06179999932646751,0.1112999990582466,0.125900000333786,0.1379999965429306,0.1469500064849854,0.1533000022172928,0.1567499935626984,0.1987500041723251,0.1959999948740005,0.1587301693040418,0.08239603012486259,0.0695260698332175,0.4253835509472408,0.10914556442928877,-0.1291009828178536,-0.5256188926547963,0.22840728594368115,0.0389549997989833,-1.199400007724762,0.02740000002086163,0.04969999939203262,0.03454999998211861,0.08219999819993973,0.2893500030040741,0.36039999127388,0.3691999912261963,0.3669500052928925,0.1606999933719635,0.0888499990105629,0.828854483473067,0.5554356755179332,0.6102297473560748,0.7627118601743611,0.6339752961028791,0.3934704727702051,-0.5275665269478982,-0.34020444841012426,0.014278194252096421,-1.9193499572575092,390543.6605860125,188568.0490219719,8
47,32.27520167,-6.53875833,1000.03,7.48,17.34,0.04749999940395355,0.06395000219345093,0.1058999970555305,0.1162500008940697,0.1337500065565109,0.1458500027656555,0.1571000069379807,0.1584500074386597,0.1816499978303909,0.1706999987363815,0.19467683996322896,0.10065532689607748,0.08912099235083597,0.42139787593379785,0.15362215184155814,-0.07247229660328577,-0.4792345079245914,0.1685461509062088,0.03100765440011143,-1.1871000155806541,0.03880000114440918,0.06080000102519989,0.06300000101327896,0.1059999987483025,0.2389000058174133,0.271899998188019,0.2626000046730042,0.2788000106811523,0.1490000039339066,0.1022000014781952,0.6130221116734822,0.3626453529887158,0.36973918816473295,0.6239950509219483,0.4490644679037219,0.27599610808461517,-0.4204003832387801,-0.17413322715547377,0.015227800622296346,-1.506400026381016,392594.049168117,187260.41555774887,8
