Echantillon,Latitude,Longitude,N,P,K,B2_2024_11,B3_2024_11,B4_2024_11,B5_2024_11,B6_2024_11,B7_2024_11,B8_2024_11,B8A_2024_11,B11_2024_11,B12_2024_11,NDVI_2024_11,SAVI_2024_11,EVI_2024_11,GNDVI_2024_11,NDRE_2024_11,NDMI_2024_11,MNDWI_2024_11,BSI_2024_11,SI_2024_11,VSSI_2024_11,B2_2025_01,B3_2025_01,B4_2025_01,B5_2025_01,B6_2025_01,B7_2025_01,B8_2025_01,B8A_2025_01,B11_2025_01,B12_2025_01,NDVI_2025_01,SAVI_2025_01,EVI_2025_01,GNDVI_2025_01,NDRE_2025_01,NDMI_2025_01,MNDWI_2025_01,BSI_2025_01,SI_2025_01,VSSI_2025_01,x_m,y_m,block
48,32.24419167,-6.53956333,1524.73,20.44,25.35,0.05420000106096268,0.08179999887943268,0.124600000679493,0.1415999978780746,0.1574999988079071,0.1745000034570694,0.1870000064373016,0.1905999928712845,0.2303999960422516,0.2193000018596649,0.2002567526712634,0.11532775728924217,0.10208756896373243,0.3913690665390421,0.14750149370918655,-0.1039769747080895,-0.4759769349904008,0.19087552537254004,0.050526719560532556,-1.3944000378251076,0.03754999861121178,0.06120000034570694,0.0812000036239624,0.1024999991059303,0.1979999989271164,0.227449998259544,0.222800001502037,0.2379000037908554,0.1790499985218048,0.1404000073671341,0.46578945731792315,0.26417909883449003,0.2478340676311646,0.5690140828729705,0.397767341759433,0.10887147659267142,-0.49053068986925047,-0.00019208214916549912,0.025138621111546744,-1.3976000249385832,392480.6879329651,183823.40787121293,8
49,32.24597,-6.521865,1642.68,30.09,45.97,0.06129999831318855,0.08820000290870667,0.1652999967336655,0.1973000019788742,0.2091500014066696,0.2234500050544739,0.2217999994754791,0.2327499985694885,0.2472500056028366,0.2530499994754791,0.145957125159284,0.0955360212770642,0.08053710833666639,0.4309677261557986,0.0824322670921503,-0.05425862018453573,-0.4741392105659094,0.18608496275204087,0.06256661378811001,-1.7590999752283096,0.0544000007212162,0.08174999803304672,0.1570000052452087,0.1815000027418137,0.195700004696846,0.209450006484985,0.212799996137619,0.2184499949216843,0.2291000038385391,0.2348999977111816,0.15089234865565118,0.09622900230575682,0.079860301956805,0.4449159743786122,0.09238652907449778,-0.03688619068774236,-0.47402285489559287,0.18199909836425643,0.05381559037730453,-1.6855000108480451,394150.301030798,184002.48981509393,8
50,32.24385833,-6.552335,1029.42,21.31,31.02,0.06769999861717224,0.09470000118017197,0.1301999986171722,0.1517000049352646,0.1697999984025955,0.1875,0.1876000016927719,0.2034000009298325,0.2640999853610992,0.2558999955654144,0.1806167490214029,0.10528247075173375,0.09821704070292894,0.32908253360992473,0.14559277666871123,-0.1693601631426292,-0.4721292922604739,0.21397781221724552,0.06758318508273128,-1.3995999991893768,0.02899999916553497,0.05099999904632568,0.03999999910593033,0.09030000120401382,0.2572000026702881,0.320499986410141,0.3736000061035156,0.3362999856472015,0.1968999952077866,0.1262000054121017,0.8065764071305432,0.5477233008352047,0.5973784208249816,0.759773910467972,0.5766525819240874,0.309728326345054,-0.5885437634313172,-0.25910869555016974,0.024848780460865465,-1.9660000279545784,391276.96611293964,183799.66740425077,8
51,32.24092833,-6.568115,2537.23,39.3,60.81,0.07519999891519547,0.1124000027775764,0.1846999973058701,0.2078000009059906,0.2178999930620193,0.2260999977588654,0.2406000047922134,0.2354000061750412,0.319599986076355,0.3165000081062317,0.1314366496100202,0.09061927054943063,0.0783001002741366,0.3631728014230096,0.06227437898422689,-0.14102103254345671,-0.47962960223410517,0.2298499968447918,0.10115339818391789,-1.9017000049352646,0.08164999634027481,0.1189000010490417,0.1964000016450882,0.21875,0.2277999967336655,0.24379999935627,0.2590999901294708,0.252700001001358,0.3366999924182892,0.333950012922287,0.13765090994285653,0.09843012405672959,0.08588451139160537,0.3708994496862818,0.07201188006625607,-0.13024505611218745,-0.47805090872288186,0.2201178825410787,0.1124409668190216,-2.0396999567747116,389786.5758447567,183491.3718105259,8
52,32.24533667,-6.57375167,1324.06,21.06,29.26,0.06719999760389328,0.09589999914169312,0.1412000060081482,0.1587000042200089,0.1785999983549118,0.1932000070810318,0.1985999941825867,0.2067999988794327,0.2743000090122223,0.2648999989032745,0.16892286042759316,0.10252438942855772,0.09307300943686946,0.348726645229774,0.13160053110789358,-0.1600761559698598,-0.4819016895171309,0.21972702409880307,0.07266207208650587,-1.507200002670288,0.02830000035464764,0.05099999904632568,0.03929999843239784,0.08290000259876251,0.2646999955177307,0.34060001373291,0.3427999913692474,0.3429000079631805,0.1517000049352646,0.08630000054836273,0.7942946878907455,0.5160979420344906,0.5553115920774152,0.7409852683693641,0.6106153083713447,0.38645093523894164,-0.4967933074204154,-0.3204056032885954,0.013091710509099963,-1.8084999509155748,389260.98238189117,183986.04877374385,8
53,32.2546,-6.575145,1113.27,11.69,25.32,0.05420000106096268,0.08079999685287476,0.1273999959230423,0.1410000026226044,0.1472000032663345,0.1633999943733215,0.1731999963521957,0.1729999929666519,0.2299000024795532,0.1976999938488007,0.1523619476172696,0.08581064365050826,0.07478283833195677,0.36377953388739254,0.10191079838101626,-0.1406599011436955,-0.47988415020003705,0.2221652158318212,0.04545122907604693,-1.3413999676704407,0.0414000004529953,0.06199999898672104,0.07460000365972519,0.1118000000715256,0.2085999995470047,0.224399998784065,0.25,0.2442999929189682,0.1750999987125397,0.1427000015974045,0.5403573438766422,0.31906378043018,0.3161271609711533,0.6025641058374371,0.3720864787517512,0.17619383989204665,-0.4770139196385044,-0.07706523338742532,0.024986770095984944,-1.4990000203251839,389141.2734655158,185014.47659455822,8
54,32.25632,-6.59766,919.96,8.89,15.19,0.04910000041127205,0.06435000151395798,0.09700000286102295,0.1147999987006187,0.1410000026226044,0.157600000500679,0.1445000022649765,0.1708000004291534,0.2071000039577484,0.1762000024318695,0.19668736314305124,0.09608900689599209,0.08742867445663507,0.3837682495428068,0.1960784373357464,-0.178043232101293,-0.5258795322912231,0.22202130161222589,0.036491021200995455,-1.0788000226020813,0.03220000118017197,0.04679999873042107,0.06780000030994415,0.08789999783039093,0.1516000032424927,0.176599994301796,0.1322000026702881,0.189300000667572,0.161300003528595,0.119499996304512,0.32200000539354573,0.1380000044703484,0.12408478338117304,0.477094987678775,0.3658008766985088,-0.09914821173611753,-0.5502162566314768,0.16442185148517846,0.019275349825584875,-0.9064000174403193,387022.41502647166,185229.27329697818,6
55,32.26731167,-6.62849667,1365.71,13.49,32.74,0.08389999717473984,0.1172000020742416,0.1627999991178513,0.1703999936580658,0.188400000333786,0.2002999931573868,0.2257999926805496,0.2122000008821487,0.2694999873638153,0.2486000061035156,0.16212041876022784,0.10634705291049214,0.1001048609960501,0.31661805233357937,0.10925250316603664,-0.08822934858814667,-0.3938453298564788,0.16522911101209134,0.06699769850354186,-1.7085999548435211,0.08100000023841858,0.1107999980449677,0.1562000066041946,0.145799994468689,0.2075999975204468,0.233199998736382,0.2425999939441681,0.24269999563694,0.2325000017881393,0.2020999938249588,0.2166499172630913,0.14419223512560145,0.1373783400011993,0.37294849607779185,0.24942085813820505,0.021258666018723612,-0.3545004469788371,0.09139409502038548,0.04698824892568586,-1.7724000066518784,384131.8278263635,186481.59102681588,6
56,32.28724833,-6.68237667,1295.71,25.27,44.84,0.07810000330209732,0.1111999973654747,0.1708000004291534,0.1799000054597855,0.1886000037193298,0.1992000043392181,0.2331999987363815,0.2171999961137772,0.2946000099182129,0.2782999873161316,0.1544554412912385,0.10353982029562228,0.09328748569656146,0.35423926363978836,0.0939309756037634,-0.11633196297592549,-0.45194679351639266,0.1984035092739652,0.08198717902357089,-1.797600001096725,0.07845000177621841,0.1111999973654747,0.1724999994039536,0.1757500022649765,0.1860499978065491,0.200699999928474,0.2300000041723251,0.2158000022172928,0.2944000065326691,0.2854500114917755,0.14285715307979466,0.0955678745825816,0.08573772490091223,0.34818290129903834,0.10228578570184674,-0.12280701930375396,-0.45167654574659205,0.20435931818517494,0.08403648524792919,-1.790100023150444,379083.93943966716,188752.82840689144,5
57,32.29880156,-6.724309916,1499.06,29.48,48.26,0.06669999659061432,0.1024999991059303,0.1719000041484833,0.1923500001430511,0.2016499936580658,0.2147500067949295,0.2284999936819077,0.2300000041723251,0.3257000148296356,0.3161500096321106,0.1413586156312655,0.09429140882353632,0.0804137017496905,0.38066464332546174,0.08914408323769309,-0.1753879817385737,-0.5212517700572515,0.2552977120189603,0.10297006282556787,-1.7969999909400944,0.05710000172257423,0.08635000139474869,0.1490000039339066,0.1625500023365021,0.1733999997377396,0.183200001716614,0.2031999975442886,0.2001499980688095,0.2843999862670898,0.2851000130176544,0.15388981609600508,0.09540012939985096,0.08118876141160589,0.4035572307861918,0.10366693020850032,-0.16652992463527727,-0.5341874333891962,0.24953148812556272,0.08108243978696804,-1.5883000046014786,375151.339895528,190082.93238377094,5
61,32.30633819,-6.775313248,1857.42,59.47,73.63,0.06870000064373016,0.1059999987483025,0.1817999929189682,0.2055999934673309,0.214599996805191,0.2293000072240829,0.2433999925851822,0.2556999921798706,0.35589998960495,0.3343999981880188,0.14487300475399406,0.09987029933746847,0.08466423145172897,0.39324555481311596,0.1086061135112405,-0.18771900579893125,-0.541026188821859,0.2654742238956579,0.11901295587901119,-1.913999930024147,0.06584999710321426,0.1002999991178513,0.1721999943256378,0.1962999999523163,0.2048500031232834,0.219449996948242,0.2339999973773956,0.2363000065088272,0.3307999968528748,0.3158499896526337,0.15214181231396243,0.10229530503903933,0.08712447460633867,0.3999401712871543,0.09246418369538223,-0.17138810250168932,-0.5346787273363762,0.25303605913137667,0.10448317558307178,-1.8303999602794643,370360.0208682225,190980.5511699475,3
70,32.26665986,-6.885983248,1857.57,55.25,52.09,0.06185000017285347,0.1035000011324883,0.183899998664856,0.2120999991893768,0.221900001168251,0.2365500032901764,0.2442999929189682,0.2533000111579895,0.3456000089645386,0.337550014257431,0.14105557052826972,0.09760826567836307,0.08015605852396147,0.4048303444215079,0.08852602269891596,-0.17172404738159505,-0.53907816043172,0.2672769868695403,0.11665728795334827,-1.9339999556541447,0.06310000270605087,0.09839999675750732,0.1775999963283539,0.1976000070571899,0.2109500020742416,0.219200000166893,0.2354000061750412,0.2353000044822693,0.3116999864578247,0.305649995803833,0.13995159650455583,0.09496168075827419,0.07905896729570075,0.4104254278116116,0.08708707861643451,-0.13946258667658656,-0.5201170395274132,0.2421934192447643,0.09527109955288893,-1.8682000190019608,359877.9998996074,186724.77880330305,2
71,32.2623732,-6.910013253,1608.03,35.43,36.0,0.0649000033736229,0.09965000301599503,0.1684000045061111,0.1923999935388565,0.2001499980688095,0.2195000052452087,0.2248000055551529,0.2366999983787537,0.3219499886035919,0.3039500117301941,0.14343845234595934,0.0947156298931972,0.08064285626397466,0.3857296928564707,0.1032393511327861,-0.17768629887272747,-0.5272770148935462,0.25722707954534735,0.09785670281259762,-1.76670004427433,0.0604499988257885,0.09605000168085098,0.1553999930620193,0.1624999940395355,0.1859499961137772,0.200399994850159,0.220100000500679,0.211899995803833,0.2726500034332275,0.2483499944210052,0.17230361751138867,0.11085095587843587,0.09519606954958883,0.39237702853540635,0.13194445238371857,-0.10664637728333891,-0.47898019751519927,0.208156926094216,0.0677126268315291,-1.6853999644517894,357607.7489011887,186282.06439066358,2
72,32.2541782,-6.906188251,2893.5,149.93,112.42,0.0807500034570694,0.1280999928712845,0.2257999926805496,0.2510499954223633,0.2643499970436096,0.2773000001907349,0.2883999943733215,0.2933500111103058,0.3803499937057495,0.3657500147819519,0.12174251876142302,0.09258529258309894,0.07680699362166357,0.3848739640489365,0.07770024816798723,-0.13749532834991365,-0.4961156593523316,0.24300214513307114,0.1391130158201932,-2.3147999495267864,0.05160000175237656,0.08340000361204147,0.1456999927759171,0.1713500022888184,0.1819500029087067,0.190850004553795,0.1965000033378601,0.2048500031232834,0.2825500071048737,0.2752499878406525,0.14845123024665785,0.09047734053019425,0.07542913251403174,0.4040728707162525,0.08904837922242884,-0.17962634737834698,-0.5442000194466096,0.2663561664820495,0.07777188601999277,-1.544199973344803,357954.9278577181,185368.3823359292,2
73,32.25023486,-6.894553248,1030.11,10.92,22.86,0.05090000107884407,0.07769999653100967,0.1365000009536743,0.1580000072717667,0.164450004696846,0.1754499971866608,0.181099995970726,0.1889999955892563,0.2520999908447266,0.2368499934673309,0.1404281968152533,0.08182484439486062,0.06889732627890932,0.39953632935088484,0.08933714113128773,-0.1638965763411962,-0.5288053379644925,0.2523364442645145,0.05970988118468768,-1.4325999915599823,0.04859999939799309,0.07599999755620956,0.1325999945402145,0.1481000036001205,0.1581999957561493,0.167600005865097,0.1814000010490417,0.1826000064611435,0.2437999993562698,0.2328000068664551,0.15541403515574725,0.08992630240771825,0.07565892609586583,0.40947942367705364,0.10432416603285716,-0.14675446401926712,-0.5247029483908332,0.24142479316233423,0.05675664152418136,-1.4179999828338619,359044.7158936608,184915.47411215978,2
74,32.2437832,-6.913399919,2754.11,51.15,77.06,0.07090000063180923,0.1107999980449677,0.1881999969482422,0.2094999998807907,0.2202000021934509,0.2381999939680099,0.2526000142097473,0.2567999958992004,0.3680000007152557,0.3508000075817108,0.1460980387596341,0.10267859773232459,0.08702469875030741,0.3902036626107354,0.10143683539574777,-0.1859490550181584,-0.5371762798644325,0.26452197254695664,0.12909440304098127,-1.9824000597000122,0.06939999759197235,0.1079000011086464,0.1844999939203262,0.2021999955177307,0.2126500010490417,0.226300001144409,0.246299996972084,0.2449000030755997,0.3461999893188477,0.3278999924659729,0.14345404878092935,0.09959175492552377,0.084297255258191,0.39073968442301726,0.09550437843146435,-0.16860758563647096,-0.5247742627369121,0.2540170062139149,0.11351897388937006,-1.9381999522447582,357258.856913642,184225.8503579485,2
75,32.24485154,-6.949998252,1643.25,33.61,75.02,0.06480000168085098,0.1058000028133392,0.1844000071287155,0.2078000009059906,0.217399999499321,0.2328999936580658,0.2355999946594238,0.2520999908447266,0.3562000095844269,0.3422999978065491,0.12190473140671652,0.08347824037694755,0.06896549952299526,0.38019915766472995,0.096325267747391,-0.20378508593508704,-0.5419913409299013,0.2856123856825655,0.12192726249944208,-1.8884000033140178,0.06094999983906746,0.1011999994516373,0.1727000027894974,0.1945499926805496,0.2079499959945679,0.216900005936623,0.2321999967098236,0.2329999953508377,0.3275499939918518,0.3116999864578247,0.14694984896752547,0.09862967281453322,0.08212446127583052,0.39292141083835963,0.08993101077466152,-0.1703439011980298,-0.5279300232621887,0.26102848715960036,0.10209732869152077,-1.8220999985933304,353812.56389495963,184394.8957181975,1
79,32.25592487,-6.958618248,1829.85,29.47,53.52,0.07145000249147415,0.1088000014424324,0.181099995970726,0.2081000059843063,0.2159499973058701,0.2309000045061111,0.2387000024318695,0.2533999979496002,0.3566499948501587,0.3355999886989594,0.13720820996453617,0.09393347449637421,0.08047278841323885,0.3738129472442012,0.09815816138892895,-0.1981187415111306,-0.5324954234598971,0.26842786504479405,0.11969173424119718,-1.8813999891281128,0.05364999920129776,0.08704999834299088,0.1491000056266785,0.1694000065326691,0.1773999929428101,0.191650003194809,0.2048999965190887,0.2080499976873398,0.298550009727478,0.286300003528595,0.15762709151568377,0.09800935143830215,0.08219781940031388,0.40366501060603355,0.10239764371480753,-0.18601650980317466,-0.5484958672442231,0.2677711928639978,0.08547486883843904,-1.5959000140428543,353018.79288134514,185634.54336780403,1
80,32.2602782,-6.947141586,1716.8,29.21,38.95,0.05934999883174896,0.09584999829530716,0.1679999977350235,0.1874500066041946,0.1964000016450882,0.2113499939441681,0.2258999943733215,0.2293000072240829,0.3253999948501587,0.3077499866485596,0.1469916162765004,0.09715851406666123,0.08092129666489595,0.4041957999599939,0.10041991393121519,-0.18048249998426977,-0.544925815418726,0.26732165017833837,0.1001418440705777,-1.7777999639511108,0.05640000104904175,0.09239999949932098,0.1612000018358231,0.1728000044822693,0.1868499964475632,0.201949998736382,0.2190999984741211,0.2135999947786331,0.2989499866962433,0.2798500061035156,0.152248215721434,0.09865954211844606,0.08209039384259982,0.40674157108296594,0.10559003692757532,-0.15413568256686136,-0.5277884092371408,0.251002503576522,0.0836611556015896,-1.7167000025510788,354107.0518499408,186101.05012079026,1
85,32.2738082,-6.942203251,1633.64,28.26,48.75,0.06599999964237213,0.1062999963760376,0.1789000034332275,0.2035499960184097,0.2117000073194504,0.2285999953746796,0.2263000011444092,0.2425500005483627,0.3384000062942505,0.3156499862670898,0.11697926223769463,0.07854617345030568,0.06566187880207142,0.3607937621833589,0.08742435494883738,-0.1985124906581582,-0.5219249111819161,0.27791502685364505,0.10681595733956327,-1.8134000301361084,0.07069999724626541,0.1067000031471252,0.178399994969368,0.2023500055074692,0.2098499983549118,0.222350001335144,0.2291000038385391,0.2348999977111816,0.3269500136375427,0.3071500062942505,0.12441719973759692,0.08380166766243086,0.07164053840933904,0.36450267355752797,0.0744425200449752,-0.17597339546390572,-0.5078980778453105,0.255294050540365,0.10042269874667653,-1.824099987745285,354594.38891516,187594.0528886158,2
87,32.28434652,-6.713131575,1333.66,24.98,32.78,0.05274999886751175,0.08250000327825546,0.1492999941110611,0.1737000048160553,0.1840499937534332,0.1946000009775162,0.1958000063896179,0.2025000005960464,0.2632000148296356,0.2558000087738037,0.13474358758722085,0.08253463303338283,0.0685446613883781,0.40711462008018395,0.07655501140114986,-0.1468409698852309,-0.5227075544215827,0.24801452222114126,0.06732656610268606,-1.5604999959468842,0.04690000042319298,0.07079999893903732,0.1342000067234039,0.1556999981403351,0.167600005865097,0.178000003099442,0.181999996304512,0.1852000057697296,0.2368000000715256,0.2345999926328659,0.15117011060154206,0.08784609667443218,0.07306855697642449,0.43987341383638223,0.08653566208418531,-0.13085005757010323,-0.5396619022327304,0.2368728271310807,0.05555327827224255,-1.439400017261505,376183.69985213503,188467.15345476274,5
88,32.27109319,-6.699269916,1141.67,20.54,26.77,0.05400000140070915,0.08129999786615372,0.1446000039577484,0.1603499948978424,0.1762000024318695,0.1884499937295914,0.198500007390976,0.1980500072240829,0.2356999963521957,0.2243500053882599,0.15709706060413664,0.09589610255194278,0.08112094811231689,0.4188706465471562,0.10518976561898966,-0.0856747778785111,-0.4870662486278315,0.2019595282524316,0.05287929545162794,-1.5529000610113146,0.05085000023245811,0.0731000006198883,0.1313000023365021,0.1463000029325485,0.1620499938726425,0.176949992775917,0.1859000027179718,0.1861999928951263,0.2124499976634979,0.208299994468689,0.17213114545809008,0.10022026439750838,0.08572370569348074,0.43552123632761885,0.11999997095716308,-0.06664991804556608,-0.48800559409322747,0.1843238524055325,0.0442533333381796,-1.4398000240325928,377470.8008393398,186981.55099453632,5
89,32.24628651,-6.691956575,1942.04,45.92,49.24,0.07079999893903732,0.1049999967217445,0.191200003027916,0.2204000055789948,0.2258999943733215,0.2377000004053116,0.2419999986886978,0.2428999990224838,0.2887000143527985,0.2793000042438507,0.11726684058682608,0.08165451494963931,0.06834570415244008,0.3948126898678853,0.04856463019955807,-0.0879970123016601,-0.46659896367052267,0.2107985573084664,0.08063391523393638,-1.9560000151395798,0.0681999996304512,0.1044000014662743,0.181999996304512,0.2083999961614609,0.219200000166893,0.232099995017052,0.2381999939680099,0.2406000047922134,0.2804000079631805,0.2876999974250793,0.13374583253394032,0.09161051661202581,0.07725298076842974,0.3905428893587289,0.07171494095911997,-0.0813729536379695,-0.4573804618676645,0.2029136458107496,0.08067108156899924,-1.892199948430061,378125.5758927803,184222.92315506106,4
90,32.22988651,-6.715299908,2211.08,56.43,49.18,0.07810000330209732,0.1164000034332275,0.1891999989748001,0.2143000066280365,0.2291000038385391,0.2433999925851822,0.2476000040769577,0.2583999931812286,0.3102999925613403,0.313400000333786,0.1336996441401992,0.09350982853102802,0.08124426973984468,0.36043955378110676,0.0932938152690769,-0.11238571204481831,-0.45441760134481857,0.21061558916013878,0.09724801777229784,-1.951200008392334,0.07225000113248825,0.1085999980568886,0.1903000026941299,0.2095499932765961,0.2235500067472458,0.235100001096725,0.2560999989509583,0.2469500005245209,0.3131999969482422,0.3050499856472015,0.14740142443310628,0.10428993471436654,0.08863026632462102,0.40444201178990985,0.08192772765357606,-0.10029860935937075,-0.4850640133454739,0.21055478680783915,0.09554165457376483,-2.014800012111664,375903.40186060796,182432.2885884801,4
91,32.22640485,-6.742993239,1904.06,35.98,47.58,0.0843999981880188,0.1173999980092049,0.1829999983310699,0.2021999955177307,0.2099000066518784,0.2207999974489212,0.2477999925613403,0.2404000014066696,0.2763999998569489,0.2483000010251999,0.15041781673583188,0.10442629168078799,0.09458196283336504,0.35706461544905654,0.08630819265268895,-0.05455934310320951,-0.4037582587748698,0.1606872272051472,0.06863012024784566,-1.9191999584436412,0.03929999843239784,0.0575999990105629,0.1015999987721443,0.1120999976992607,0.1273999959230423,0.136099994182587,0.1562000066041946,0.1473000049591064,0.1840000003576279,0.1741999983787537,0.21179211203100085,0.10807602423729495,0.09279087628562983,0.4611786929048012,0.13569779014423036,-0.08171661699829535,-0.523178812725312,0.18727913765459864,0.032052799763989455,-1.1738000288605688,373288.87390619854,182079.55016461862,4
92,32.24609651,-6.751459913,2377.21,38.98,69.87,0.06509999930858612,0.1054000034928322,0.1835999935865402,0.1807000041007996,0.2143000066280365,0.2272000014781952,0.2489999979734421,0.240899994969368,0.2793999910354614,0.2657000124454498,0.1511789309100227,0.10518979998730071,0.08779231297459104,0.4051918551955294,0.14278935213128374,-0.05753216055417996,-0.45218292506408136,0.19160981934851268,0.07423658109538066,-1.9521999508142471,0.06400000303983688,0.0997999981045723,0.1756000071763992,0.1754000037908554,0.1982000023126602,0.213100001215935,0.2432000041007996,0.2212000042200089,0.2585999965667725,0.2432000041007996,0.1614135504839879,0.11036133450373733,0.09302069024932742,0.4180758153240199,0.11548159200344059,-0.030689502620159365,-0.44308035820352204,0.1712975378565797,0.06289152022550583,-1.8944000601768494,372519.29686239886,184272.86575988933,4
93,32.23059652,-6.764231571,1266.88,24.16,28.98,0.0535999983549118,0.08240000158548355,0.1477999985218048,0.1693000048398972,0.1759999990463257,0.1864999979734421,0.1946000009775162,0.2011000066995621,0.2563000023365021,0.2529999911785126,0.13668224996338516,0.08333333775556784,0.0696677419492083,0.40505414421958424,0.08585313386369602,-0.1368374379433725,-0.513433711909965,0.23900046181403142,0.06484389833018778,-1.5471999943256378,0.04455000162124634,0.07039999961853027,0.130500003695488,0.1497499942779541,0.1570499986410141,0.171299993991852,0.1781000047922134,0.1782000064849854,0.2305500060319901,0.2280499935150146,0.1542449761286297,0.08830076786497348,0.07314187474232241,0.433400413797443,0.08675106587618363,-0.1283494426089484,-0.5321482069260586,0.23710810219250153,0.05257692738048192,-1.4022000432014465,371293.57484401873,182570.19946535883,4
94,32.21925651,-6.777921572,1961.77,40.36,93.33,0.0645499974489212,0.1072999984025955,0.1951999962329865,0.2136500030755997,0.2261999994516373,0.2396499961614609,0.2572999894618988,0.2551499903202057,0.3429999947547913,0.3285999894142151,0.13723755813231767,0.09779526639615849,0.07984570064451905,0.411409752168291,0.08852386463462235,-0.1427619646899665,-0.5234288239182499,0.25155515305519943,0.11270979464550025,-2.0478999316692357,0.05959999933838844,0.09759999811649323,0.184799998998642,0.1931000053882599,0.2039999961853027,0.221399992704391,0.2460000067949295,0.2310000061988831,0.3111000061035156,0.3070999979972839,0.14206129719402028,0.09862485079828227,0.08019709562306125,0.43189757312371113,0.08936571489215796,-0.1168551385469061,-0.5223880725719403,0.23742981417813222,0.09553881125134465,-1.958800032734871,369986.9738685924,181329.99885328359,4
95,32.20955818,-6.796341573,1623.19,23.01,36.87,0.05249999836087227,0.08254999667406082,0.1363999992609024,0.1578000038862228,0.1794500052928925,0.2002999931573868,0.2261999994516373,0.2179500013589859,0.2515000104904175,0.2282000035047531,0.24765581980674603,0.15615580858700065,0.13599055000919344,0.46526317122229405,0.1600798309328839,-0.052962132005998815,-0.5057626393865247,0.16381639744361637,0.057392303275358714,-1.6479000002145767,0.02830000035464764,0.05260000005364418,0.07800000160932541,0.1004000008106232,0.1607999950647354,0.18350000679493,0.2134000062942505,0.1973499953746796,0.1871500015258789,0.153099998831749,0.464653399271957,0.25663381981180533,0.23040534230687545,0.6045112849575979,0.3256087169791648,0.06553489998837919,-0.5612095934289119,0.0462661457775818,0.02865266501497388,-1.3518000394105911,368236.6629073298,180277.92123204976,3
96,32.21758818,-6.817698244,801.84,10.1,19.15,0.03790000081062317,0.05820000171661377,0.1058000028133392,0.1146999970078468,0.1216000020503998,0.1349000036716461,0.1555999964475632,0.1488000005483627,0.1985999941825867,0.1993999928236008,0.19051259978775362,0.09810873459922238,0.08266107856882696,0.4555659266217115,0.1294117788514588,-0.12140033526574281,-0.5467289492261285,0.22273549065036588,0.03960083741477495,-1.1905999928712845,0.03299999982118607,0.0494999997317791,0.08900000154972076,0.09640000015497208,0.1089999973773956,0.122400000691414,0.1365000009536743,0.1273999959230423,0.1671999990940094,0.1601500064134598,0.2106430096052676,0.09820813075131156,0.08345045505441606,0.4677419378147202,0.13851651551748653,-0.1010865921449731,-0.5431472056153798,0.20366455103661885,0.026777080927236078,-1.028500013053417,366235.8628884832,181195.26303201227,3
97,32.24169319,-6.843028239,1249.25,16.61,19.71,0.05669999867677689,0.0794999971985817,0.1283999979496002,0.1488000005483627,0.1711000055074692,0.1926999986171722,0.1842000037431717,0.2078000009059906,0.2371000051498413,0.2036000043153763,0.17850289607454867,0.10300271783903168,0.09121523154243624,0.397042115182526,0.1654514861232515,-0.125563731698234,-0.49778902806207004,0.2054749329484197,0.048273562071683436,-1.4040000140666962,0.03959999978542328,0.0568000003695488,0.09610000252723694,0.1138999983668327,0.152199998497963,0.164399996399879,0.1552000045776367,0.1834000051021576,0.1945499926805496,0.1781000047922134,0.23517707976251184,0.11799547748869516,0.10297602657333546,0.4641509502249816,0.23377062122639164,-0.1125089014978769,-0.5480405632456264,0.1974456498754051,0.03464935462873097,-1.1429000347852707,363885.654877656,183900.23449451948,3
98,32.25230486,-6.829213246,1723.68,32.06,44.0,0.0674000009894371,0.1001999974250793,0.1697999984025955,0.1949000060558319,0.2076999992132187,0.2198999971151352,0.225600004196167,0.2370000034570694,0.3206999897956848,0.2937999963760376,0.14112292687330197,0.09347778473021073,0.08022313848496751,0.38489872855179047,0.09747625926482795,-0.17408015096345786,-0.5238774020942766,0.2520740069283382,0.09422165583976749,-1.7766000181436539,0.0685499981045723,0.09674999862909317,0.1636999994516373,0.1851000040769577,0.198400005698204,0.21340000629425,0.2222000062465668,0.2267999947071075,0.3007999956607819,0.280349999666214,0.15159369209516457,0.09905182258491564,0.08652439129817242,0.39332185391581176,0.10123814190825595,-0.15028678580741686,-0.513268769838382,0.23005626038349644,0.08432927868309738,-1.736000031232834,365203.37190384715,185058.71567723365,3
99,32.26071319,-6.828593244,1182.55,21.72,27.07,0.0544000007212162,0.0828000009059906,0.1431999951601028,0.166700005531311,0.1853999942541122,0.193000003695488,0.1933999955654144,0.2094999998807907,0.2691999971866608,0.2480999976396561,0.14913844812642643,0.09000717361073082,0.0763103514413604,0.4004344521070251,0.11376925470489012,-0.16385646918506122,-0.5295454453441832,0.24931838631432662,0.06678851866660598,-1.5173999518156047,0.04794999957084656,0.07639999687671661,0.1263999938964844,0.1433500051498413,0.1587499976158142,0.173849999904633,0.1782000064849854,0.1851000040769577,0.2363000065088272,0.2245000004768372,0.17005913445032644,0.09656974750921335,0.08211926865149695,0.39984292169785196,0.12711218641243904,-0.14016887349178492,-0.5113527578815179,0.2318926596234953,0.053049351573908346,-1.3702000081539158,365274.54089730926,185990.05003650577,3
