Echantillon,Latitude,Longitude,N,P,K,block,B2_2024_11,B3_2024_11,B4_2024_11,B5_2024_11,B6_2024_11,B7_2024_11,B8_2024_11,B8A_2024_11,B11_2024_11,B12_2024_11,NDVI_2024_11,SAVI_2024_11,EVI_2024_11,GNDVI_2024_11,NDRE_2024_11,NDMI_2024_11,MNDWI_2024_11,BSI_2024_11,SI_2024_11,VSSI_2024_11,B2_2025_01,B3_2025_01,B4_2025_01,B5_2025_01,B6_2025_01,B7_2025_01,B8_2025_01,B8A_2025_01,B11_2025_01,B12_2025_01,NDVI_2025_01,SAVI_2025_01,EVI_2025_01,GNDVI_2025_01,NDRE_2025_01,NDMI_2025_01,MNDWI_2025_01,BSI_2025_01,SI_2025_01,VSSI_2025_01
21,32.34080333,-6.599865,892.76,20.12,25.57,7,0.05290000140666962,0.07553333789110184,0.11817777156829834,0.13040000200271606,0.13876667618751526,0.15103334188461304,0.1626666635274887,0.17029999196529388,0.27129998803138733,0.25843334197998047,0.15841115664480043,0.08546303839714155,0.07540575627268332,0.3657990123915568,0.13269035793240563,-0.25032643375555313,-0.5644401357774816,0.28743524826640915,0.07011296258608013,-1.2531554996967316,0.037805553525686264,0.049561113119125366,0.07868333160877228,0.08768334239721298,0.09336666017770767,0.10581666976213455,0.11517778038978577,0.11873333901166916,0.18941667675971985,0.17943333089351654,0.1882504862194046,0.07889428046175614,0.06998051265966487,0.39830707536471316,0.15042387200541543,-0.24373029247135886,-0.585224104408502,0.2733821612492265,0.033987665237777076,-0.8701833337545395
27,32.32652167,-6.69255167,2083.98,32.9,67.83,5,0.09290555119514465,0.12338888645172119,0.17571109533309937,0.1956777721643448,0.2028055638074875,0.21747222542762756,0.2328111082315445,0.24115554988384247,0.35153886675834656,0.3195444345474243,0.13977211583712024,0.0942739968397189,0.0897637456992349,0.30719321478353395,0.10410784919556379,-0.203179196380862,-0.4803888134230015,0.23627337500005394,0.11233228839973819,-1.795833244919777,0.0663277730345726,0.08578888326883316,0.12744444608688354,0.14523889124393463,0.1555444449186325,0.16784998774528503,0.18148890137672424,0.18779444694519043,0.2893277704715729,0.2756333351135254,0.17493888425647613,0.1002142923010206,0.09326388616651723,0.3580545157419137,0.12778166836050334,-0.22904641087253005,-0.542601573752026,0.25422564865084907,0.0797483783160402,-1.3730889707803726
28,32.273185,-6.491075,1484.21,24.89,24.22,8,0.04524444416165352,0.06945555657148361,0.10615554451942444,0.1292000114917755,0.15913334488868713,0.1738000065088272,0.18193334341049194,0.18994444608688354,0.20509999990463257,0.18070000410079956,0.26303617321909983,0.1442308095920133,0.1280434173913445,0.4474254288858716,0.1903352320940783,-0.05985700414297693,-0.49405098399783354,0.15615258510101296,0.037061570823841095,-1.3015333265066147,0.03451111167669296,0.0555555522441864,0.0562666654586792,0.0988222137093544,0.22981111705303192,0.27382221817970276,0.2979111075401306,0.2856999933719635,0.17134444415569305,0.12143334001302719,0.6822687921751505,0.4243456977926797,0.438818089144809,0.6856532233002532,0.48599996498274706,0.2697179876877864,-0.510308035426924,-0.18715155691544874,0.020806928146501424,-1.6597777605056763
29,32.26172833,-6.53678167,835.18,9.63,18.68,8,0.03665555641055107,0.05864444002509117,0.1086222305893898,0.12818890810012817,0.1368333250284195,0.14792221784591675,0.15391111373901367,0.15833333134651184,0.196233332157135,0.19147777557373047,0.1725071651106716,0.08908898899925179,0.0739662571518959,0.44819658474533824,0.10520796989229728,-0.12087074004253427,-0.5398230313071432,0.23068987376317704,0.037574321934869204,-1.195377841591835,0.03684444725513458,0.056477777659893036,0.08696666359901428,0.1085222139954567,0.14711111783981323,0.15788888931274414,0.16553333401679993,0.1676555573940277,0.1578555703163147,0.14296667277812958,0.3111551320731966,0.15661130365457662,0.13920388479513826,0.49121665596857167,0.21411333318735443,0.02374158041252702,-0.4729912220411169,0.094911563298381,0.022568085667617588,-1.149544432759285
30,32.25919,-6.568015,1229.94,19.51,32.97,8,0.07314445078372955,0.10353332757949829,0.1567777842283249,0.17738889157772064,0.18664444983005524,0.19798888266086578,0.19902223348617554,0.20935554802417755,0.29809999465942383,0.28192222118377686,0.11873087980849226,0.07404378660332704,0.06637593754548164,0.3156078349865208,0.08265576202390021,-0.19930261687056836,-0.4844385558221782,0.25130663064676634,0.08404101262925678,-1.5719334334135056,0.06902221590280533,0.09795555472373962,0.15068890154361725,0.16930000483989716,0.17749999463558197,0.1882888674736023,0.19393333792686462,0.19998888671398163,0.2818000018596649,0.2654888927936554,0.12548359132077377,0.0767996052478299,0.06840741724095845,0.3288161533066481,0.08310263994633145,-0.18469730077679736,-0.48411259154659797,0.243776979694939,0.07481477048297247,-1.5272000879049301
31,32.28278167,-6.58785667,1097.45,9.56,16.93,7,0.05787777155637741,0.07925555855035782,0.11659999936819077,0.13926666975021362,0.15566664934158325,0.1675666719675064,0.16811111569404602,0.1848222315311432,0.22951112687587738,0.20811110734939575,0.1809241487943699,0.09846512048278394,0.08982651462833159,0.3592058512162033,0.14056501614294906,-0.1544179486302655,-0.4866314111299563,0.2099672014512793,0.047763814763146506,-1.2650444582104683,0.05707778036594391,0.0748777762055397,0.10818889737129211,0.13004444539546967,0.14746667444705963,0.160955548286438,0.16313332319259644,0.1728000044822693,0.21241110563278198,0.19118887186050415,0.20250617698988024,0.10685111427453026,0.09923617712151737,0.3708043315602765,0.14117993234771345,-0.13121691743131125,-0.4787283380702283,0.18562654879256682,0.040610639656573966,-1.2068555504083633
32,32.29627167,-6.60258333,1132.73,20.89,25.9,7,0.05419444665312767,0.07922778278589249,0.1312333196401596,0.15186665952205658,0.16576111316680908,0.17736667394638062,0.18134444952011108,0.18973888456821442,0.24971668422222137,0.24027779698371887,0.1603157187226,0.09250400106023764,0.08018878956834602,0.3918938922947237,0.1108653696945988,-0.158613777006317,-0.5182908302690274,0.23586979010468936,0.06000137475499434,-1.4044332802295685,0.05171110853552818,0.0718555599451065,0.11608889698982239,0.1379999816417694,0.15027779340744019,0.1598999947309494,0.16502220928668976,0.17194443941116333,0.23219998180866241,0.21611110866069794,0.17407107378626133,0.09396866573206498,0.0830097248538816,0.3933110703060706,0.10951788564079026,-0.16911888071411377,-0.527352405456415,0.23283255335851358,0.05018099549966393,-1.2618444114923477
33,32.29954,-6.62236667,1275.78,11.26,34.25,7,0.09770555794239044,0.11487778276205063,0.14542222023010254,0.16393333673477173,0.17001666128635406,0.1840166449546814,0.19447776675224304,0.20516109466552734,0.34389442205429077,0.32598888874053955,0.14432347236413684,0.08760962129263308,0.09191806533293534,0.2573090537986469,0.11169975570382569,-0.2775341262626162,-0.49919466870214346,0.25224993687402214,0.11210576048954835,-1.4697443693876266,0.09513888508081436,0.11219999194145203,0.14259999990463257,0.15717223286628723,0.16712221503257751,0.1783222109079361,0.1909000128507614,0.198627769947052,0.32243889570236206,0.30927780270576477,0.14482761905237745,0.08692263744506393,0.09058799937416523,0.2596503444584598,0.1165135936943758,-0.2562417934890404,-0.4837093717428504,0.23832417757123106,0.0997231931696998,-1.4431000798940659
34,32.29688667,-6.68024333,1087.86,12.09,28.38,5,0.05342777818441391,0.08081111311912537,0.13133332133293152,0.1456499844789505,0.15692776441574097,0.16928333044052124,0.17890000343322754,0.18462222814559937,0.2707666754722595,0.25575557351112366,0.15332550744773885,0.08806108187544164,0.07592730393060076,0.3776846029486176,0.11800037078187908,-0.20429948702968367,-0.5402945464043866,0.26759896192124344,0.06925008637310803,-1.3895443975925446,0.04587222635746002,0.06750000268220901,0.11376667022705078,0.12443888187408447,0.13367222249507904,0.14648887515068054,0.15886667370796204,0.15920555591583252,0.23594443500041962,0.22460000216960907,0.16542365165076073,0.0875577086497797,0.07529593061345441,0.40362244160288324,0.12257132270976127,-0.19522693104910177,-0.5551079896191011,0.26147029221145984,0.05299312061300143,-1.228166714310646
35,32.3178633,-6.69446833,1470.44,15.1,52.0,5,0.08106666803359985,0.10993333905935287,0.15333333611488342,0.17489999532699585,0.18254445493221283,0.19633334875106812,0.21177777647972107,0.2189222276210785,0.33275556564331055,0.30586665868759155,0.16007302486478275,0.10133572355154513,0.09588740730448791,0.3165710856248839,0.1117819910028414,-0.22216782625238768,-0.5033381765695717,0.24808856614212116,0.10177883302301893,-1.6056888848543167,0.06941112130880356,0.09494444727897644,0.12742222845554352,0.15377777814865112,0.183755561709404,0.1979222297668457,0.22413332760334015,0.21695555746555328,0.2856999933719635,0.26421108841896057,0.27509478148171623,0.17035488488042208,0.16468939450508782,0.4048821011338991,0.17041299790810757,-0.12075841871239175,-0.501138399041472,0.1692138283824683,0.0754851062100963,-1.5678888857364655
36,32.33753,-6.668915,1025.82,12.47,22.75,5,0.049211110919713974,0.0727444440126419,0.11738888174295425,0.13715554773807526,0.1463722139596939,0.16092222929000854,0.16527777910232544,0.17652779817581177,0.2520444393157959,0.22447779774665833,0.16941827184977204,0.0917802554173916,0.07978675794754302,0.3887592237815109,0.12551590903722745,-0.20791286966327965,-0.5520508981515501,0.2653511509428128,0.05657838067190113,-1.2678444162011147,0.041155558079481125,0.06043333560228348,0.09832222014665604,0.11656667292118073,0.12968890368938446,0.14178889989852905,0.1507333219051361,0.1571333259344101,0.20794445276260376,0.19884444773197174,0.21043941088908413,0.10495437016910061,0.09149983122444327,0.4276242610510401,0.14821575825587535,-0.15950564751596155,-0.5496398100208051,0.22960256496308915,0.04134859986850703,-1.1244110390543938
37,32.32432167,-6.56375667,2795.26,60.97,74.71,7,0.047111108899116516,0.07245555520057678,0.09424445033073425,0.12717777490615845,0.20921112596988678,0.2410111129283905,0.2525777816772461,0.26437777280807495,0.21915555000305176,0.17871111631393433,0.45652589793131454,0.28046027612738633,0.2702466788719204,0.5541653900880027,0.3503972765867975,0.07084984112590827,-0.5030672415475017,0.022363983328265613,0.03916553298743963,-1.5892000496387482,0.043211113661527634,0.0694444477558136,0.08663333207368851,0.1272333264350891,0.20338888466358185,0.2272888869047165,0.2483111023902893,0.24855555593967438,0.19781111180782318,0.16276665031909943,0.4827002726366795,0.29045843707023855,0.2799076596186797,0.5629064669030233,0.3228467761341255,0.11319765943518471,-0.48031428712385543,-0.012288510169731063,0.032197052064856235,-1.5358332768082619
38,32.32597833,-6.637005,963.92,7.38,24.53,7,0.05820000171661377,0.08307221531867981,0.12412222474813461,0.1389833241701126,0.14763888716697693,0.15921667218208313,0.1695111244916916,0.1775277853012085,0.28744444251060486,0.27268335223197937,0.1545767866847734,0.08578690610790035,0.07678746388314049,0.3422193597395893,0.12177917253425571,-0.2580848692455818,-0.5515871481667696,0.2875988226741262,0.07838131416424421,-1.3020223155617714,0.051722221076488495,0.07207778096199036,0.10864444077014923,0.12129999697208405,0.12706111371517181,0.1404889076948166,0.1509999930858612,0.15675555169582367,0.24441665410995483,0.24209444224834442,0.16312905893477306,0.0836356137713906,0.07483577675073554,0.35378787558259245,0.12751248722093672,-0.23624867958981924,-0.5445241795934402,0.2704990920045272,0.059171913552956035,-1.1540666073560715
39,32.329695,-6.61941667,988.83,9.18,20.76,7,0.05589999631047249,0.07663889229297638,0.11522221565246582,0.13305555284023285,0.13768887519836426,0.15096667408943176,0.15872222185134888,0.16645556688308716,0.25011110305786133,0.23785553872585297,0.15879134629074543,0.08430838977120109,0.07600614632504771,0.3487548463901455,0.11151510488890429,-0.2235357917637253,-0.5309019516518204,0.25986664615957183,0.05949031115914494,-1.2164444029331207,0.05324999988079071,0.0721166655421257,0.10700000077486038,0.11831111460924149,0.12774445116519928,0.13787777721881866,0.1490333378314972,0.15103334188461304,0.22051110863685608,0.21041111648082733,0.16417134237776068,0.08339580064178008,0.07550944033200571,0.34780316874615236,0.1214884003177164,-0.19342130911459585,-0.5071099043963511,0.2363704869744456,0.046397988564705894,-1.1359333619475365
40,32.294965,-6.58745167,600.0,3.01,14.0,7,0.04150000214576721,0.05935555696487427,0.09472222626209259,0.10580000281333923,0.11498888581991196,0.12316666543483734,0.12884443998336792,0.13332220911979675,0.20345555245876312,0.20341111719608307,0.1526265705961056,0.0707375325172176,0.0615512117183763,0.3692289254838575,0.11509682002714385,-0.22452938293057317,-0.5483025251923611,0.272843700106608,0.04138512122538329,-0.999122217297554,0.04081111028790474,0.056699998676776886,0.08723333477973938,0.09803333878517151,0.10530000180006027,0.1141333281993866,0.1242888867855072,0.12641111016273499,0.19475555419921875,0.20132222771644592,0.1751851486636946,0.07811889259955423,0.06905075694601075,0.37344220095422836,0.12643561194830147,-0.22086787337635266,-0.5490256762852151,0.2614444136068502,0.03920862203153774,-0.9442111104726791
41,32.333035,-6.5871167,1995.81,24.2,59.84,7,0.07481667399406433,0.10926666855812073,0.17187778651714325,0.19031666219234467,0.20133334398269653,0.21446667611598969,0.23466666042804718,0.23323334753513336,0.3253333270549774,0.30833330750465393,0.15444528692559836,0.10389265654180352,0.09207614868747965,0.364605523619853,0.10132613447247034,-0.16190476516354185,-0.4971621265087345,0.23271237255204097,0.1003111007723545,-1.8141888976097107,0.056888893246650696,0.07983333617448807,0.12768889963626862,0.14193332195281982,0.14986667037010193,0.16063334047794342,0.17782221734523773,0.17669999599456787,0.2530333399772644,0.24753332138061523,0.1640965410365323,0.09335684508644737,0.08260344682295971,0.380309601139407,0.10911185985382989,-0.17456226612197948,-0.5203284548780928,0.23724929553404803,0.06263418306460267,-1.3678889125585556
42,32.32781833,-6.556165,1075.76,11.86,22.1,7,0.06164444983005524,0.08745554834604263,0.13911111652851105,0.16438888013362885,0.17617779970169067,0.1902666687965393,0.1979333460330963,0.20756666362285614,0.27817779779434204,0.2418999969959259,0.17452364855070027,0.1054105823564705,0.09365006366910805,0.3871131619900066,0.11608318278329549,-0.16854142700299424,-0.5216215942553831,0.2330017355756208,0.06729120845078462,-1.5103112161159515,0.054911110550165176,0.08485554903745651,0.1184999942779541,0.15284444391727448,0.222922220826149,0.24157778918743134,0.25564447045326233,0.2580889165401459,0.24214445054531097,0.19985553622245789,0.3665548704757059,0.23533491609560955,0.22051629866535852,0.5015827052511472,0.25611080163851946,0.02711996854761273,-0.4810058141514982,0.07462583703497197,0.04839390900702556,-1.7010112255811691
43,32.313095,-6.55682833,1173.91,11.86,23.42,7,0.04774444177746773,0.06947222352027893,0.1135111153125763,0.13404999673366547,0.15324999392032623,0.16598333418369293,0.17402222752571106,0.18151666224002838,0.23399999737739563,0.22181667387485504,0.2104490262081292,0.11525438147491901,0.10105358317926494,0.4293732490696965,0.15041723834298532,-0.14699633020953992,-0.5421510174087449,0.22088415733642996,0.0519051011049787,-1.298722267150879,0.04658889025449753,0.06564445048570633,0.10591111332178116,0.1251000016927719,0.14329999685287476,0.1584666520357132,0.1679111123085022,0.16973334550857544,0.21953333914279938,0.2072666585445404,0.22642427442690347,0.12018264066314771,0.10660532515793866,0.4378686602940682,0.15138499117583726,-0.13323774932817148,-0.5396243806992684,0.2054738198773427,0.045501941643253385,-1.2378222271800041
44,32.30157333,-6.5539,1098.63,19.4,24.86,7,0.05035555362701416,0.07375556230545044,0.12557777762413025,0.1435222178697586,0.15666665136814117,0.1680888831615448,0.17311111092567444,0.18039999902248383,0.23756664991378784,0.22852222621440887,0.159139944486011,0.0892713057292898,0.07672056283712685,0.4024664282032819,0.11384764340244534,-0.15694918249142903,-0.5261786042005904,0.23810965157396907,0.054289259712597904,-1.3459333181381226,0.047644443809986115,0.0678444430232048,0.11699999868869781,0.13387778401374817,0.1445000022649765,0.15761110186576843,0.16935555636882782,0.16902223229408264,0.22343333065509796,0.21161110699176788,0.18283409060033168,0.0998700092027072,0.08645110519362927,0.4279557891140404,0.1160265641207208,-0.13767643621062955,-0.5341598335256814,0.22143155496148673,0.047280974438782986,-1.2960888892412186
45,32.29392833,-6.56303833,1130.45,15.95,23.75,7,0.04567777365446091,0.06657776981592178,0.11266665905714035,0.1309666633605957,0.14669999480247498,0.15791112184524536,0.1611444354057312,0.16981111466884613,0.2121666669845581,0.2030777633190155,0.17704825389431442,0.09397211418034963,0.081090322702813,0.4152720420149238,0.12914667909841873,-0.13667482996208707,-0.522302429843806,0.22196913032593682,0.04308633218207447,-1.2358999326825142,0.043655555695295334,0.06004444882273674,0.10444445163011551,0.11888888478279114,0.13517779111862183,0.1525222212076187,0.1613333374261856,0.1637333184480667,0.202266663312912,0.18796664476394653,0.21404680121698288,0.11143353844104678,0.09737356763543693,0.4575386259939317,0.15867271924836,-0.11257790344043568,-0.5421890547833098,0.19879269106818162,0.038019386050526904,-1.208800047636032
46,32.28679167,-6.56068,645.4,9.11,21.93,8,0.041544441133737564,0.06331666558980942,0.11067778617143631,0.13187776505947113,0.1463666558265686,0.15475556254386902,0.15407776832580566,0.16484445333480835,0.202266663312912,0.1963222175836563,0.1639247269915039,0.08512520484320171,0.07201828711176585,0.4174950604012772,0.11110286362320455,-0.13523122735570553,-0.5231879492361119,0.23069196088817315,0.03970943988483766,-1.197144441306591,0.02768888883292675,0.050261110067367554,0.034227777272462845,0.09058333188295364,0.2795833349227905,0.34630000591278076,0.3656666576862335,0.35084444284439087,0.16608887910842896,0.1007777750492096,0.8288159339331337,0.5524629348813284,0.6077581536490022,0.7583180814400365,0.5895893400287343,0.3753186650495619,-0.5353721945951782,-0.3251607349478798,0.01673806769696462,-1.8989499546587467
47,32.27520167,-6.53875833,1000.03,7.48,17.34,8,0.042116668075323105,0.060411110520362854,0.10183332860469818,0.11766111850738525,0.13314999639987946,0.14409443736076355,0.1509888768196106,0.15539444983005524,0.18451112508773804,0.17526665329933167,0.19442733654659744,0.0979425444561784,0.0849786976087522,0.42846627859591263,0.13818920234525356,-0.09991728160248306,-0.5066914963950256,0.19447055767597646,0.0323386473906222,-1.1432888060808182,0.03588888794183731,0.05766666680574417,0.05694444850087166,0.10260000079870224,0.2237333506345749,0.25581109523773193,0.2693333327770233,0.26384443044662476,0.15364444255828857,0.10625556111335754,0.6509449794385855,0.3855644356326714,0.3957065197880471,0.647298671541451,0.44002423139553304,0.27351056412718805,-0.45420127501672897,-0.18346508501926329,0.016325576455979984,-1.5160555727779865
48,32.24419167,-6.53956333,1524.73,20.44,25.35,8,0.057088885456323624,0.08290000259876251,0.12462222576141357,0.14566665887832642,0.16183334589004517,0.17653332650661469,0.18853333592414856,0.19456666707992554,0.2378999888896942,0.22406665980815887,0.20408741781447387,0.11789461913706127,0.10594640286125111,0.3891686021733884,0.14372492147895716,-0.11576640468080208,-0.4831670508736344,0.19222406085178936,0.05330545587891189,-1.3999778032302856,0.03860555589199066,0.05914444476366043,0.07891667634248734,0.10791666805744171,0.1795833259820938,0.20371666550636292,0.22431111335754395,0.2159833312034607,0.18656665086746216,0.15533334016799927,0.47948915460353814,0.27151906136618126,0.25810833222191204,0.582689819546841,0.3336420594596201,0.09186299596769869,-0.5185854764023792,0.004857414785683622,0.028980021043199855,-1.3978500589728355
49,32.24597,-6.521865,1642.68,30.09,45.97,8,0.0599166676402092,0.08811667561531067,0.1647888869047165,0.1853611022233963,0.20001667737960815,0.21428333222866058,0.22246667742729187,0.22532778978347778,0.23652222752571106,0.23678334057331085,0.14893986216344263,0.09751044598857966,0.08184381365782045,0.43257309209672734,0.09731621244359419,-0.030622853659688178,-0.457140379718426,0.17394870989054445,0.05600452315337856,-1.7600444704294205,0.05476666986942291,0.0814666599035263,0.15301111340522766,0.1687999963760376,0.18645554780960083,0.19885556399822235,0.21178887784481049,0.20855000615119934,0.21664999425411224,0.21886666119098663,0.16112326120691323,0.10195033250628556,0.08547724858706507,0.44439814674096517,0.10533989506718688,-0.01134611426395795,-0.45345783944578166,0.1620604536398133,0.047417460889443985,-1.6610666364431381
50,32.24385833,-6.552335,1029.42,21.31,31.02,8,0.06496666371822357,0.0897444486618042,0.12799999117851257,0.1460999995470047,0.16664443910121918,0.1844777762889862,0.19246666133403778,0.20064444839954376,0.26205554604530334,0.24727776646614075,0.20116498689933277,0.11785976302285928,0.10939781159821499,0.36399067460439943,0.15730446159484798,-0.1531033763111244,-0.48979846357632534,0.2048254722104879,0.06480051011614751,-1.4228443652391434,0.032322224229574203,0.05471111461520195,0.049577780067920685,0.09434445202350616,0.24459999799728394,0.30229997634887695,0.3452000021934509,0.3177444040775299,0.1965000033378601,0.13233333826065063,0.7488319623341286,0.4955792845767878,0.5278025744329928,0.7263836253665755,0.5421159737868148,0.27450617881245265,-0.5644212298944893,-0.2107832596772183,0.02600350140992802,-1.8644666820764542
51,32.24092833,-6.568115,2537.23,39.3,60.81,8,0.07508888840675354,0.11143333464860916,0.18532222509384155,0.20713333785533905,0.21879999339580536,0.22946664690971375,0.23793333768844604,0.2392222285270691,0.3188333213329315,0.3125,0.12430105377579011,0.08547651600829405,0.07361492115707903,0.3620837724203724,0.07189087135153482,-0.14530321129749266,-0.48202663004216995,0.23389441872336267,0.0996354129165411,-1.8934111446142197,0.08112777769565582,0.11742222309112549,0.19457778334617615,0.2146499902009964,0.2280944436788559,0.2432333379983902,0.2573222219944,0.25423333048820496,0.3317388892173767,0.3259277939796448,0.13884584591250546,0.0988724208890641,0.08636153437042865,0.3733210735065732,0.08442044844889218,-0.12633097938439827,-0.4771487552597853,0.21724550527215064,0.10812292433987736,-2.02465558052063
52,32.24533667,-6.57375167,1324.06,21.06,29.26,8,0.06913332641124725,0.09632222354412079,0.14028888940811157,0.15690000355243683,0.17746667563915253,0.19280000030994415,0.1995111107826233,0.204599991440773,0.2730666697025299,0.264933317899704,0.17428552432896957,0.1057791522286161,0.09722941276046111,0.3488075038079522,0.13195017542747675,-0.1556475183592978,-0.4784779643114884,0.21218639661102173,0.07234445881211382,-1.5063555538654327,0.026955556124448776,0.049077779054641724,0.035955555737018585,0.08193333446979523,0.267300009727478,0.34146666526794434,0.35217776894569397,0.34626665711402893,0.15266667306423187,0.08810000121593475,0.8147257457278421,0.5340789571008042,0.5788458764664507,0.7553789365559619,0.6173127679176407,0.3951932097973781,-0.513465884232032,-0.3355512678551361,0.013449934082591541,-1.8425110653042793
53,32.2546,-6.575145,1113.27,11.69,25.32,8,0.0565333291888237,0.08390000462532043,0.13275554776191711,0.154733344912529,0.16396667063236237,0.17749999463558197,0.18142223358154297,0.19143334031105042,0.2569666802883148,0.2235555648803711,0.1549017421175355,0.08966104259070144,0.07829484855742769,0.36756145752330815,0.10601827633644076,-0.17232289445365728,-0.5077254035521792,0.2417907201076231,0.05744633136728794,-1.4030888974666595,0.047466669231653214,0.07057777792215347,0.08950000256299973,0.13262221217155457,0.21155554056167603,0.22939999401569366,0.24275554716587067,0.24671109020709991,0.20921111106872559,0.17507776618003845,0.46125804148846755,0.2762172231584362,0.26910438614861637,0.5495035315692771,0.3007615651443623,0.0742188287825311,-0.4954926307155779,0.0144140207166842,0.03662821398595639,-1.520122192800045
54,32.25632,-6.59766,919.96,8.89,15.19,6,0.04491666331887245,0.06617777049541473,0.09958333522081375,0.12604999542236328,0.14721666276454926,0.1614166498184204,0.16046667098999023,0.17517222464084625,0.21698333323001862,0.18870000541210175,0.2341216461487067,0.12015657247220025,0.10710662698814823,0.4160212333494449,0.16307637944205644,-0.14973284265047454,-0.5325786635874027,0.21301529522195065,0.04094475615484039,-1.1678944900631905,0.034833330661058426,0.05113333463668823,0.06840000301599503,0.09832222014665604,0.16713333129882812,0.1934666633605957,0.18528889119625092,0.206377774477005,0.17446666955947876,0.1342555433511734,0.4607568182377952,0.2326335622254881,0.21898508356348825,0.5674405421041897,0.35462932682089626,0.03008215240358211,-0.5466903017823423,0.04912526184219571,0.023423117518377445,-1.1661778017878532
55,32.26731167,-6.62849667,1365.71,13.49,32.74,6,0.08285555243492126,0.11407777667045593,0.15783333778381348,0.178849995136261,0.20447777211666107,0.21976667642593384,0.2237444519996643,0.23120556771755219,0.2758833169937134,0.25409996509552,0.17273309874906054,0.11214741622297296,0.106354369792087,0.3246283568618225,0.12767921520010447,-0.10435541842428042,-0.4149273928533891,0.17170578101878778,0.07010194121853885,-1.679733395576477,0.07658889144659042,0.10403333604335785,0.1408444494009018,0.16017776727676392,0.20589999854564667,0.22739998996257782,0.24435554444789886,0.23936666548252106,0.2437777817249298,0.2204333245754242,0.26872039571970247,0.1754028961245298,0.1708097615634351,0.40277464597578605,0.19819797628182292,0.0011836166285046385,-0.40178257146135093,0.09025057179927375,0.053736746883248365,-1.7179332971572876
56,32.28724833,-6.68237667,1295.71,25.27,44.84,5,0.08144444227218628,0.11198888719081879,0.16726666688919067,0.1963222175836563,0.20266668498516083,0.21549999713897705,0.22199998795986176,0.22963333129882812,0.30036666989326477,0.28556668758392334,0.1406062406020598,0.09232324315583675,0.0847387458682868,0.3293855233651883,0.07820326258071274,-0.15002236571809482,-0.45683337840212596,0.2129343022989597,0.08577471498203337,-1.7223554998636246,0.08139444142580032,0.11239443719387054,0.16953334212303162,0.1913222372531891,0.19999998807907104,0.21196110546588898,0.22344443202018738,0.22671110928058624,0.29987776279449463,0.29091110825538635,0.13718610391518476,0.09055839595036098,0.08267627764675534,0.3306645081182398,0.08465561954848083,-0.14605405882951256,-0.45475616631720234,0.2125569723706394,0.0872377723156923,-1.7400999963283539
57,32.29880156,-6.724309916,1499.06,29.48,48.26,5,0.06750555336475372,0.10119999945163727,0.17132222652435303,0.19365555047988892,0.20331111550331116,0.2165333330631256,0.22812220454216003,0.23222221434116364,0.3269388973712921,0.3183499872684479,0.1421974458974284,0.09472510372395652,0.08115377391931917,0.3854043340105575,0.09055805904053664,-0.17802849508000937,-0.5272562223790663,0.25524147066199254,0.10408099381571123,-1.7948221564292908,0.05677221715450287,0.08568888902664185,0.14742223918437958,0.16469444334506989,0.17471110820770264,0.1870555579662323,0.20331111550331116,0.20243889093399048,0.28795555233955383,0.2883944809436798,0.15934862029118674,0.09854240934184728,0.08406602999941272,0.4069973156608764,0.10280855471822192,-0.1722983507829162,-0.5413345961524502,0.25205500712970696,0.08304479205181625,-1.58228899538517
61,32.30633819,-6.775313248,1857.42,59.47,73.63,3,0.06796666234731674,0.10702221840620041,0.17977778613567352,0.198177769780159,0.20911110937595367,0.22265556454658508,0.2413555532693863,0.24352222681045532,0.34583330154418945,0.32297778129577637,0.14621916914601266,0.10027500552767614,0.08503937094077363,0.3855967441076632,0.10265894787783862,-0.1779286974546625,-0.527344974478407,0.2590492808828413,0.1116964724309355,-1.8916222602128983,0.064811110496521,0.1013222187757492,0.17184443771839142,0.1889389008283615,0.19922222197055817,0.21238888800144196,0.23073333501815796,0.22860556840896606,0.32046666741371155,0.3032222092151642,0.14627955426646075,0.09786784986054953,0.08290863561573594,0.38972730428415436,0.09499986326739872,-0.16279632045874068,-0.5195595599926893,0.24974966439741497,0.09717261087300688,-1.8102444261312485
70,32.26665986,-6.885983248,1857.57,55.25,52.09,2,0.06167222559452057,0.10365554690361023,0.18262222409248352,0.2105555534362793,0.22111666202545166,0.23467779159545898,0.24226665496826172,0.25033336877822876,0.3426055610179901,0.33535557985305786,0.1403765400197129,0.09673231924306798,0.07950647401119927,0.4007002352375526,0.08630672888494648,-0.1715569711393677,-0.5354488870692939,0.2668810909096677,0.11489468657607027,-1.9171333014965057,0.062049999833106995,0.0983777791261673,0.1768999844789505,0.19726112484931946,0.20944999158382416,0.22002777457237244,0.2354777604341507,0.23367221653461456,0.31012222170829773,0.3027777671813965,0.14204882910326608,0.0963051372336675,0.07995862763507562,0.4106566003903518,0.08449355875752856,-0.1368117001108089,-0.5183462463433105,0.24153266685461797,0.09389811384217239,-1.8651331663131714
