Echantillon,Latitude,Longitude,N,P,K,block,B2_2024_11,B3_2024_11,B4_2024_11,B5_2024_11,B6_2024_11,B7_2024_11,B8_2024_11,B8A_2024_11,B11_2024_11,B12_2024_11,NDVI_2024_11,SAVI_2024_11,EVI_2024_11,GNDVI_2024_11,NDRE_2024_11,NDMI_2024_11,MNDWI_2024_11,BSI_2024_11,SI_2024_11,VSSI_2024_11,B2_2025_01,B3_2025_01,B4_2025_01,B5_2025_01,B6_2025_01,B7_2025_01,B8_2025_01,B8A_2025_01,B11_2025_01,B12_2025_01,NDVI_2025_01,SAVI_2025_01,EVI_2025_01,GNDVI_2025_01,NDRE_2025_01,NDMI_2025_01,MNDWI_2025_01,BSI_2025_01,SI_2025_01,VSSI_2025_01
106,32.1875082,-6.957111584,1180.2,20.37,28.3,1,0.04717222601175308,0.0741611123085022,0.12442222237586975,0.13332778215408325,0.15192778408527374,0.16724999248981476,0.17293332517147064,0.18621110916137695,0.24591663479804993,0.22679999470710754,0.16314174405888945,0.09125998360108112,0.07746036677557726,0.3997346661081326,0.16549887440645375,-0.17424690564049075,-0.5366056325551605,0.25444106779546793,0.05577389147058742,-1.3384555131196976,0.03832222521305084,0.06056667119264603,0.10304444283246994,0.10655555129051208,0.12265554815530777,0.13614444434642792,0.14435556530952454,0.15068890154361725,0.19557778537273407,0.18076665699481964,0.16698108710798068,0.0829096642233501,0.07000909627023627,0.4088814134483136,0.1715619116187525,-0.15068312600020428,-0.5270897346885862,0.24089846858557404,0.035353942444279474,-1.1158666983246803
107,32.1914182,-6.971603247,1216.97,20.85,32.1,1,0.0507500022649765,0.081377774477005,0.13165554404258728,0.16503889858722687,0.18400000035762787,0.2021944373846054,0.20807777345180511,0.2215166687965393,0.27495554089546204,0.24369999766349792,0.2249477023563682,0.13651160639412435,0.11812614371304704,0.4377183282327098,0.14610517821655647,-0.13845373666529912,-0.5432491364801674,0.22208397756295187,0.0670066646737899,-1.535911038517952,0.04936666786670685,0.0771888867020607,0.1249111071228981,0.15048888325691223,0.17445555329322815,0.1848333328962326,0.2014666646718979,0.20389999449253082,0.24896666407585144,0.22318890690803528,0.23456118623964223,0.13895985618550108,0.12107984823091336,0.4459906752658391,0.15071328260664987,-0.1054540067684476,-0.526674393360499,0.19696214414481406,0.0555665976116293,-1.4775110855698586
108,32.21371487,-6.954701589,3061.69,61.93,86.64,1,0.07302142679691315,0.12145714461803436,0.21785713732242584,0.24572142958641052,0.25607141852378845,0.2748642861843109,0.28375715017318726,0.2888999879360199,0.4042999744415283,0.37187856435775757,0.13137586859497474,0.09869070410656963,0.08063178615123914,0.4005288244785289,0.08076473716474902,-0.17519304688640086,-0.5379724192635772,0.2710888341050765,0.15035049406519363,-2.2651571482419968,0.07313571870326996,0.1169285699725151,0.20552857220172882,0.22951427102088928,0.2416214495897293,0.2574000060558319,0.27218571305274963,0.2722499966621399,0.37347859144210815,0.361299991607666,0.1395334884657658,0.10226475442210302,0.08515919313125382,0.39900139741504287,0.08517092249995846,-0.15688164503956034,-0.5231367751776194,0.25281672859413185,0.1349378119536766,-2.154714286327362
109,32.24688488,-6.972841588,2542.45,48.88,74.92,1,0.06672222167253494,0.10722222924232483,0.1876000016927719,0.21463333070278168,0.22583334147930145,0.2405555546283722,0.2468888759613037,0.2588889002799988,0.3720777928829193,0.3568611443042755,0.13645659804272103,0.09516786505373324,0.07917546332072728,0.3944147593006156,0.09346038388082789,-0.20225469806495758,-0.5525882555014733,0.2817700979082684,0.1327801069384078,-1.9579999297857285,0.06443333625793457,0.10301666706800461,0.17827777564525604,0.2000500112771988,0.21008332073688507,0.22388333082199097,0.23908890783786774,0.2421555519104004,0.34390556812286377,0.332705557346344,0.14570193178672503,0.09943319278020804,0.08327985161867872,0.39774926324878823,0.09521712082152577,-0.1797901428353602,-0.5389951126799205,0.26481726976460285,0.11441929371682846,-1.8808000832796097
110,32.24679655,-6.985013259,2472.04,33.82,63.01,1,0.06381666660308838,0.10272222012281418,0.18272222578525543,0.20763333141803741,0.2209722250699997,0.23518888652324677,0.23963332176208496,0.24774445593357086,0.33265554904937744,0.31647777557373047,0.13474688842746566,0.09255286011153178,0.07660288987628695,0.39990911344847324,0.08808318179226315,-0.16254418331226642,-0.5281237230730103,0.2588185156087917,0.10527808819540496,-1.9063332974910736,0.06084999814629555,0.10023888945579529,0.17817777395248413,0.19851110875606537,0.21300557255744934,0.22660000622272491,0.2396666705608368,0.2388666719198227,0.3183000087738037,0.30631667375564575,0.1471573866030783,0.10048908119875904,0.08298731362200368,0.41019564577885526,0.0922670626046162,-0.1409283761636207,-0.521005621507085,0.24587512926951752,0.09750059994398441,-1.888744443655014
111,32.24217987,-7.00684325,3400.0,98.6,40.06,1,0.05740000307559967,0.08708333224058151,0.10607777535915375,0.1366722136735916,0.24462223052978516,0.3017388880252838,0.2980666756629944,0.31529998779296875,0.22227223217487335,0.17364998161792755,0.4750501939175925,0.3185147573821768,0.3191234191712856,0.547795244826889,0.3952184960591533,0.14566360923768207,-0.4370016739564305,-0.03965488369802856,0.03859756903134248,-1.8465555906295776,0.07125554978847504,0.10410556197166443,0.14461112022399902,0.16802221536636353,0.20324444770812988,0.22394445538520813,0.24210000038146973,0.2439388632774353,0.2717221975326538,0.23804444074630737,0.252097430642119,0.16491652900028395,0.15470986459126915,0.39859104825837005,0.18428111698491742,-0.05765067607780589,-0.44599322662079793,0.1411255837548853,0.06468195855001824,-1.725344479084015
112,32.25646988,-7.017748259,3078.86,99.23,43.72,1,0.05731111019849777,0.09035555273294449,0.13771110773086548,0.17162777483463287,0.22556665539741516,0.251161128282547,0.2639111280441284,0.26881664991378784,0.2860499918460846,0.24711667001247406,0.31422567965021725,0.2099549267517572,0.19002084246704867,0.48990092559818005,0.22066092654937738,-0.0402553252603027,-0.5199031773352357,0.13763913364397704,0.07068772144209978,-1.8274000734090805,0.03183889016509056,0.056433334946632385,0.07392778247594833,0.10391110926866531,0.18996666371822357,0.21952222287654877,0.23389999568462372,0.2334500104188919,0.18942779302597046,0.14001667499542236,0.5196808866467804,0.29704143172620207,0.27798531916235775,0.611251418295253,0.3839769706901034,0.1050538229230272,-0.5409332440434621,-0.0045045082067246296,0.02652304973121744,-1.4262722209095955
113,32.25208487,-6.975248257,1291.41,24.23,34.67,1,0.04546666517853737,0.08002778142690659,0.14393332600593567,0.16581666469573975,0.17858333885669708,0.19539445638656616,0.2030666619539261,0.21426665782928467,0.3222833573818207,0.30426666140556335,0.1704130773180817,0.10472255629617436,0.08566738057787537,0.43462131797083764,0.12747203082787978,-0.22692812565554715,-0.6021597514552811,0.30455873067045736,0.0980600811771426,-1.5749443769454956,0.047938890755176544,0.07911667227745056,0.13615554571151733,0.15129444003105164,0.1659555584192276,0.1780499964952469,0.1923888772726059,0.19547221064567566,0.2786777913570404,0.26054999232292175,0.1711589893359627,0.10180503905612455,0.08521335497923176,0.4172003289276097,0.1273991325319503,-0.18317771060362867,-0.5577535115962562,0.2663552024333914,0.07260949639864567,-1.484488770365715
114,32.26836818,-6.727043247,1294.0,25.73,35.69,4,0.06794999539852142,0.09898332506418228,0.1684444546699524,0.19582778215408325,0.2065611183643341,0.21988889575004578,0.2200888842344284,0.22813889384269714,0.27264443039894104,0.26383334398269653,0.13292148770858597,0.08718484828294165,0.07501526636217129,0.37955533343661246,0.07621144170455467,-0.10666123945152087,-0.4672985327778959,0.20990834890044388,0.07193269179041017,-1.7447000443935394,0.03551110997796059,0.05016666650772095,0.09479999542236328,0.11557777971029282,0.12573333084583282,0.13304443657398224,0.1306888908147812,0.1405666619539261,0.18122221529483795,0.1780555546283722,0.15916037296629126,0.07420285011923679,0.06260467623357843,0.4452294696050911,0.09755777632228908,-0.16201194291647059,-0.5663865402684233,0.24834168618789176,0.032267622055304646,-1.0271110981702805
115,32.25102818,-6.733423242,1253.62,16.48,32.38,4,0.06835555285215378,0.09717777371406555,0.16028888523578644,0.1819888949394226,0.19202221930027008,0.20358890295028687,0.21275554597377777,0.21638888120651245,0.276888906955719,0.2683666944503784,0.1406445350952652,0.09014431372977394,0.07892941313274338,0.37291173470218486,0.08635016369020083,-0.13097944940917414,-0.4804253948505826,0.21727566039234428,0.0743077606896847,-1.67086660861969,0.0659722238779068,0.09092222899198532,0.15024444460868835,0.16592778265476227,0.1788666844367981,0.19092778861522675,0.20404444634914398,0.20098888874053955,0.2541833221912384,0.24756111204624176,0.15185348161256754,0.09446453473157336,0.08350306169744084,0.3835084652963736,0.09555604507391749,-0.10941911244791072,-0.4730758232269018,0.19929157836349387,0.06292590590527114,-1.589599996805191
116,32.25448485,-6.748501572,1732.27,27.23,33.46,4,0.0508333295583725,0.08055555075407028,0.14086668193340302,0.16607779264450073,0.18939998745918274,0.20478889346122742,0.20915554463863373,0.21826666593551636,0.2650333642959595,0.2498111128807068,0.1950986461029148,0.12050660659891012,0.1020390764195195,0.44389046704046803,0.1357867194132152,-0.11783873154062839,-0.5338070897944625,0.21912239014249846,0.06620827968529142,-1.5890000313520432,0.04787777364253998,0.07018888741731644,0.125,0.14486666023731232,0.1749444603919983,0.19065555930137634,0.2085111141204834,0.20413333177566528,0.23198887705802917,0.21752221882343292,0.2503997927934557,0.15028794344620808,0.13053279664185802,0.49631225491074915,0.1698185464896245,-0.0532979871836897,-0.5354463766921786,0.16400984010293412,0.0504627352800191,-1.5271777957677841
117,32.26126986,-6.76307324,1460.02,27.93,35.44,4,0.05589999631047249,0.087788887321949,0.15662223100662231,0.18220001459121704,0.1951666623353958,0.2075333297252655,0.21480000019073486,0.22166666388511658,0.29333335161209106,0.2856999933719635,0.15663512881264327,0.10014279031677002,0.08381594717904772,0.4197481060625986,0.09772197435320301,-0.15455264053849654,-0.5393137496403126,0.24873960746640858,0.08380533661135026,-1.6815333813428879,0.0495000034570694,0.07822778075933456,0.14534443616867065,0.16291667520999908,0.17714999616146088,0.1896333247423172,0.2035222351551056,0.20270000398159027,0.2688666582107544,0.26268333196640015,0.1667622722426213,0.1028037752307594,0.08533778332506421,0.4447007874850263,0.10881158034350086,-0.1383276021832983,-0.5492420952287459,0.24157794216150374,0.07062678963347224,-1.587877795100212
118,32.27977819,-6.772396578,1304.89,24.12,35.9,3,0.062077779322862625,0.08941110968589783,0.1482222080230713,0.1685222089290619,0.1812666654586792,0.19565556943416595,0.20822222530841827,0.21453332901000977,0.30650001764297485,0.2760888934135437,0.16832923032695637,0.10508565696192187,0.09191336089109872,0.3991861839857528,0.12011605473290479,-0.19093364137540028,-0.5483273705222732,0.25436767739489474,0.08462125070228055,-1.6033999472856522,0.0588500052690506,0.08611666411161423,0.13708889484405518,0.15551666915416718,0.16731666028499603,0.18177777528762817,0.2000555545091629,0.200572207570076,0.27763888239860535,0.2557111084461212,0.18676463337640314,0.11282400494996307,0.09955430492364223,0.398147977286319,0.12652891239922417,-0.16241203943936644,-0.5265135325025122,0.23131607162176782,0.07099534636588967,-1.513488918542862
119,32.29129485,-6.783476576,1567.72,34.73,33.4,3,0.05641110613942146,0.08695555478334427,0.15602223575115204,0.18120001256465912,0.1931999921798706,0.2084999978542328,0.2166222184896469,0.22404445707798004,0.29758891463279724,0.27116668224334717,0.16262145293248975,0.10416610529751813,0.08758881876627825,0.4271283166787446,0.1057249330148242,-0.15745807659596595,-0.5477477276464602,0.24850918394877594,0.0806961986533743,-1.6893111616373062,0.04924444481730461,0.07651111483573914,0.13940000534057617,0.15567778050899506,0.17101113498210907,0.18378889560699463,0.1977333277463913,0.19722221791744232,0.2495444416999817,0.23564444482326508,0.1730274538523306,0.10452335386773155,0.08759809222847272,0.4420224939738794,0.1177229738621954,-0.11583655029822762,-0.5306866356519194,0.2232453433408336,0.058803761423123824,-1.532644435763359
120,32.29166486,-6.797259909,1927.4,42.69,40.76,3,0.06822221726179123,0.10286667197942734,0.16991110146045685,0.1889222264289856,0.20447777211666107,0.21793334186077118,0.23260000348091125,0.2345222383737564,0.31201112270355225,0.2864221930503845,0.15574452753009504,0.10419079888971618,0.0900495613662203,0.38672494350365666,0.10768829357192068,-0.1458125169663379,-0.5041109765342524,0.23136542759051443,0.08936691002086405,-1.8068221807479858,0.05610555410385132,0.08737777918577194,0.13643333315849304,0.15851666033267975,0.21450555324554443,0.24015553295612335,0.25173333287239075,0.2553221881389618,0.25584444403648376,0.22272777557373047,0.29703735407224974,0.19472696531580105,0.1747455086893933,0.48466578462861915,0.23392083157459984,-0.008099470353154599,-0.49083845089710787,0.1206068851369001,0.0569836639131438,-1.766077771782875
121,32.27064319,-6.79060991,1397.97,29.35,35.1,3,0.06256666779518127,0.09558889269828796,0.16580000519752502,0.1858888864517212,0.1977333426475525,0.21005555987358093,0.21942222118377686,0.22208888828754425,0.30585557222366333,0.2851555645465851,0.13919813597146177,0.09086229602275235,0.07682388097224237,0.3931078067891354,0.08873032794550584,-0.1645478867755888,-0.5237752600287566,0.25166599987992344,0.08721641836715754,-1.7349333465099335,0.05311666429042816,0.08341667056083679,0.14624445140361786,0.1610666662454605,0.1713722199201584,0.18427778780460358,0.20177777111530304,0.19628332555294037,0.2649555802345276,0.25804445147514343,0.15956831477650163,0.09822853382320319,0.08259612033972055,0.41501895844749803,0.09854948934432285,-0.1353616766428787,-0.5211061120342261,0.23465980237223374,0.06837031736689703,-1.573277771472931
122,32.26760319,-6.809678249,2623.79,65.01,54.87,3,0.0713111087679863,0.10957777500152588,0.17660000920295715,0.20696666836738586,0.2323666661977768,0.24953334033489227,0.2602222263813019,0.2658666670322418,0.338866651058197,0.301633358001709,0.19143305943449782,0.13389234478330808,0.11711867521129575,0.40736736184177863,0.12456820221972474,-0.1312733844796909,-0.5112983063699327,0.21715859019051864,0.10221348587347734,-1.9649556279182434,0.06568333506584167,0.09857222437858582,0.16324444115161896,0.18615001440048218,0.1997833400964737,0.2159166783094406,0.23355555534362793,0.23298335075378418,0.3008333444595337,0.2818833291530609,0.17719534938467635,0.11760333597255142,0.10217279275821091,0.40641987451793427,0.11173850648784785,-0.12589668126488104,-0.5064053567478416,0.2159508630743956,0.08479990465650289,-1.7868555337190628
123,32.26476486,-6.822394915,2162.39,48.86,44.69,3,0.06447777152061462,0.09888889640569687,0.17053332924842834,0.19748888909816742,0.21026666462421417,0.22637778520584106,0.23253335058689117,0.24202221632003784,0.32321110367774963,0.2955999970436096,0.1538207554392076,0.10298246417933772,0.08746440757057507,0.4032452709215319,0.10132469139356834,-0.16316447646369855,-0.5314432757551821,0.24879156310384742,0.0955412012916046,-1.8175556063652039,0.056727781891822815,0.08708333224058151,0.1507444530725479,0.17087776958942413,0.18532222509384155,0.19832777976989746,0.21116666495800018,0.21253889799118042,0.2876833379268646,0.2679555416107178,0.1669531791322282,0.10515390268462246,0.0893727146581046,0.4160379998889426,0.10865758277016062,-0.1533861328515186,-0.5352663967192931,0.24143844660395847,0.07708634462657216,-1.6353889256715775
124,32.26956319,-6.842998252,1643.45,48.17,36.09,3,0.06834444403648376,0.10333333164453506,0.17422223091125488,0.19617778062820435,0.21454446017742157,0.22659999132156372,0.23773333430290222,0.2410111129283905,0.3119555413722992,0.2860777676105499,0.1541697906289019,0.10446414136975991,0.0896804564341297,0.3940578651712098,0.1025491105981934,-0.1350258486552079,-0.5023544399585994,0.22732563195705252,0.0892435448695279,-1.8531111627817154,0.06464444100856781,0.09767778217792511,0.16300000250339508,0.18212223052978516,0.20044444501399994,0.21338889002799988,0.22922222316265106,0.22665555775165558,0.2842888832092285,0.2735888659954071,0.16883852101436428,0.11133250005594894,0.09611972575129395,0.40239962812260766,0.1089426294421528,-0.10723557729531007,-0.488553367225396,0.2070040781026948,0.07777827317231356,-1.7657555639743805
125,32.26090986,-6.845983247,1988.84,31.09,46.8,3,0.07094445079565048,0.10642222315073013,0.18131110072135925,0.20659999549388885,0.2162555456161499,0.22885555028915405,0.23908890783786774,0.24527780711650848,0.33347779512405396,0.31033337116241455,0.1374353135174432,0.0941620055071803,0.08047621626104853,0.3839722440303767,0.08559351956124645,-0.16485221133722006,-0.5161526756639974,0.2482420131753163,0.10348928836865667,-1.8891555964946747,0.06406667083501816,0.09734444320201874,0.16667777299880981,0.18549445271492004,0.19870556890964508,0.20987778902053833,0.22785554826259613,0.22493889927864075,0.30034998059272766,0.29463332891464233,0.15506364560824537,0.10258607557097682,0.0875257519898472,0.40132567061722285,0.09610438887587076,-0.137246636456055,-0.5104560806842637,0.23072078603911034,0.08849311462148357,-1.7779777199029922
126,32.26227652,-6.796281578,2489.97,60.57,67.41,3,0.06932221353054047,0.1080888882279396,0.18959999084472656,0.21691112220287323,0.226666659116745,0.24079997837543488,0.2511777877807617,0.2567777633666992,0.34645557403564453,0.32154443860054016,0.13970258888357623,0.09818120442747272,0.08237342505338036,0.39828046604321315,0.08416207830531533,-0.1594251462232243,-0.5244078524161437,0.25165391694994793,0.1114008630533192,-1.9877111166715622,0.06322777271270752,0.10014443844556808,0.17552222311496735,0.19556111097335815,0.21161110699176788,0.2250722199678421,0.24338889122009277,0.23872777819633484,0.31493890285491943,0.3086888790130615,0.1620073223668062,0.11078329619655583,0.09310507209799304,0.4169739585296176,0.09939620423195684,-0.12815054572952758,-0.5174731012304925,0.2306480799432179,0.09721813687988856,-1.8942666947841644
127,32.25428652,-6.805158249,1551.08,27.28,39.37,3,0.06137777864933014,0.09528888761997223,0.16046667098999023,0.18147777020931244,0.18952222168445587,0.2029888927936554,0.21326667070388794,0.2194777876138687,0.3013666868209839,0.2771444320678711,0.14127719869282773,0.09064550451663446,0.07693503117113021,0.3823550719437407,0.0947736390439072,-0.17118986683961362,-0.5195383903829361,0.2541677514008999,0.08352209926317755,-1.6780889332294464,0.0569777749478817,0.08694444596767426,0.14878888428211212,0.1644388884305954,0.1743333339691162,0.18721666932106018,0.20393332839012146,0.20073890686035156,0.2776777744293213,0.2703833281993866,0.15633958387223154,0.09700306258329916,0.08258453147453367,0.4021925782351175,0.09940368444754774,-0.15312031939123813,-0.5230984763651562,0.2408509036413554,0.07507944081719842,-1.5897221714258194
128,32.23305782,-6.805158249,1068.75,11.53,29.29,3,0.05076111480593681,0.0769222304224968,0.132466658949852,0.14917223155498505,0.1618500053882599,0.17500001192092896,0.18240000307559967,0.18970555067062378,0.24256666004657745,0.23199445009231567,0.15858568082741553,0.09191689840697162,0.07819230658541257,0.4067440374222023,0.11961043515400228,-0.14157970977620019,-0.518466945321367,0.2332678371901842,0.056274118908235415,-1.4204888492822647,0.04605555534362793,0.06964444369077682,0.12105555087327957,0.1341833472251892,0.14883333444595337,0.16030000150203705,0.1738777756690979,0.17447777092456818,0.21736112236976624,0.21196667850017548,0.17909886697436242,0.0996729342552021,0.08493442003965344,0.42802390609073,0.13054583554408988,-0.11114269774169074,-0.5146822766954515,0.21220263475424267,0.04607331514378954,-1.3353777453303337
129,32.22002652,-6.768451569,3316.16,88.26,168.4,4,0.08066666126251221,0.12824445962905884,0.2276444435119629,0.2596111297607422,0.2698666751384735,0.28630000352859497,0.2979111075401306,0.30176109075546265,0.36543333530426025,0.35930001735687256,0.13369978445438027,0.10277356105588253,0.08532570114670984,0.3981331245769663,0.07508380247401276,-0.10179059821893856,-0.4804527925481956,0.22075725324522222,0.13130020371760054,-2.37128883600235,0.0804888904094696,0.12813332676887512,0.22753334045410156,0.25529998540878296,0.272766649723053,0.28850001096725464,0.3053555488586426,0.3035110831260681,0.35376667976379395,0.3500777781009674,0.14603833898445207,0.11301633100582838,0.09412964564251669,0.40882761160685677,0.08627441427997411,-0.07344788072598099,-0.4682161225731515,0.20209553891417972,0.12384585321786545,-2.4081777930259705
130,32.22778817,-6.732774901,1817.94,37.27,48.45,4,0.06521666795015335,0.09889443963766098,0.1674555540084839,0.1908722221851349,0.20871110260486603,0.22491110861301422,0.2362888902425766,0.2460888773202896,0.3164888918399811,0.2941444516181946,0.17048738885135636,0.11424690354440085,0.09822684808604905,0.40990836341443015,0.12636515028748938,-0.14508542863313045,-0.5238401139122068,0.23227307465122055,0.09309345153352133,-1.8209333419799805,0.05917777493596077,0.09048888832330704,0.1573111116886139,0.17855556309223175,0.19665555655956268,0.21131111681461334,0.22788888216018677,0.2313888818025589,0.29464444518089294,0.2770777940750122,0.18322370564744211,0.11959631319816999,0.10211363802525078,0.4315627727295754,0.12887921580449085,-0.12775369416653168,-0.5300905908869322,0.22311764982737686,0.08163943290717768,-1.7450221925973892
131,32.23350484,-6.697196564,3260.8,90.37,133.73,4,0.10024444013834,0.14326664805412292,0.24284444749355316,0.270677775144577,0.2796333432197571,0.29356664419174194,0.298799991607666,0.2988777756690979,0.3487444519996643,0.363277792930603,0.1033067820351968,0.08057770292864135,0.06980365795963155,0.3518323466360283,0.049512291531039726,-0.07712900760392519,-0.4176283898990285,0.19436502031683583,0.12669111481923068,-2.42168889939785,0.1040833368897438,0.15177778899669647,0.2605000138282776,0.2872888743877411,0.29921114444732666,0.30970558524131775,0.32668888568878174,0.31814444065093994,0.36419999599456787,0.37075555324554443,0.11272159913482765,0.09132111984850003,0.07845764007301412,0.3655658911699499,0.05096443397777518,-0.05429398452627634,-0.4116886671579846,0.18373556509332992,0.13502917100699108,-2.6323889195919037
132,32.2389415,-6.660248234,1428.46,29.53,45.71,6,0.06782221794128418,0.1006999984383583,0.16795556247234344,0.18649999797344208,0.19451111555099487,0.20749999582767487,0.22502224147319794,0.21564443409442902,0.2743888795375824,0.26507776975631714,0.1452160358236078,0.09585906628705196,0.08274903384483193,0.3816817748978861,0.07247255892279912,-0.09884969695031907,-0.46306059932628657,0.20334907409842914,0.0727343922337571,-1.7634890228509903,0.0641944482922554,0.09503333270549774,0.1662222146987915,0.18183888494968414,0.19226109981536865,0.20328886806964874,0.2196333259344101,0.21312777698040009,0.26927778124809265,0.2576777935028076,0.1384225583739102,0.09043987781141066,0.07693871690909641,0.39597456359532873,0.07921907079093053,-0.10154086189252846,-0.47828474452335035,0.21085272639032485,0.06938690451134022,-1.7392110377550125
133,32.26174818,-6.660363239,1187.06,21.54,26.57,6,0.05390000343322754,0.08122222125530243,0.1348666548728943,0.15710000693798065,0.17563332617282867,0.18853333592414856,0.19020000100135803,0.20466667413711548,0.2522999942302704,0.22929999232292175,0.17022153751643837,0.10059795605816553,0.08672123223768681,0.40150647370906234,0.13148437807011995,-0.1403389689440943,-0.5129426602451482,0.2266342497899572,0.0578523867400742,-1.4628888368606567,0.046755556017160416,0.07034444063901901,0.11737777292728424,0.1341666728258133,0.15886667370796204,0.1746000051498413,0.1728888899087906,0.18766666948795319,0.21639999747276306,0.2038000077009201,0.19124179210898185,0.10536528919673224,0.090913072693665,0.4215888037105457,0.16623509581473317,-0.11177074111944839,-0.5093579400743216,0.20623191643002842,0.0441023211514282,-1.3106444329023361
134,32.24597318,-6.651409907,3083.92,77.29,97.94,6,0.09042222052812576,0.1357666701078415,0.22348888218402863,0.2400389015674591,0.2585444748401642,0.27353331446647644,0.28744444251060486,0.2844555377960205,0.33996665477752686,0.33650001883506775,0.12517398476528457,0.09489581374601767,0.08198543343362111,0.3583974227565092,0.08468466548049633,-0.08371259674912819,-0.4292320372756247,0.19715765093568474,0.11439878573593276,-2.2831332832574844,0.08816111087799072,0.13369445502758026,0.2274666577577591,0.23926666378974915,0.2627388834953308,0.2751777768135071,0.30763334035873413,0.2890055477619171,0.332705557346344,0.3293111026287079,0.1498162637513338,0.1161723737998976,0.09964907504367863,0.39412628607443795,0.09415389034361407,-0.039154605535150246,-0.42669617626964274,0.1719492629639702,0.10956363394042334,-2.4081110805273056
135,32.24788652,-6.651918234,2700.26,42.84,65.84,6,0.07899999618530273,0.11931110918521881,0.20377777516841888,0.22842222452163696,0.23971112072467804,0.2529444694519043,0.2644888758659363,0.2656888961791992,0.33818888664245605,0.34104445576667786,0.12965070314907504,0.09405121094379708,0.08010836128195682,0.3782641270376892,0.0754216410456061,-0.12228758922095771,-0.4784213748086238,0.22415331086110782,0.11533744479131514,-2.102711036801338,0.07528888434171677,0.11371111869812012,0.19938889145851135,0.21927222609519958,0.23069998621940613,0.24363888800144196,0.2606666386127472,0.253461092710495,0.33826664090156555,0.3386833369731903,0.1331964143796903,0.09574094190627848,0.08095527539951046,0.3925327203669014,0.07232167732400988,-0.12956368399195,-0.4968286977339424,0.23088078836423462,0.11456527472725409,-2.0728554129600525
136,32.24508485,-6.62548824,1754.08,56.34,41.3,6,0.07441111654043198,0.11673332750797272,0.18806666135787964,0.21426667273044586,0.2251555323600769,0.24166665971279144,0.24764445424079895,0.2534888982772827,0.33846667408943176,0.33059999346733093,0.13673691263148274,0.09550670910562085,0.08192941336324236,0.35927307572175937,0.08385196862216918,-0.1549573371050273,-0.4871119185330236,0.24096209946214917,0.11189708024287537,-1.9450889229774475,0.03839444741606712,0.056450001895427704,0.09694443643093109,0.11272222548723221,0.12116111814975739,0.13004443049430847,0.1347888857126236,0.14136111736297607,0.20862777531147003,0.2002166509628296,0.16331034642889292,0.07757836387202552,0.06623122999706955,0.40963887830237977,0.11271455830897585,-0.2150125423840559,-0.5740872525997444,0.2765270914467004,0.04177075447068823,-1.045766606926918
137,32.25087485,-6.600019902,1258.78,11.85,27.44,6,0.054438889026641846,0.0801277756690979,0.13676667213439941,0.15016111731529236,0.16101111471652985,0.1720888912677765,0.1830444484949112,0.18076667189598083,0.2460722178220749,0.23240000009536743,0.14470346160804193,0.08467397281398359,0.07251965829433074,0.3910620612098239,0.09248408712108785,-0.1468779335028845,-0.5087199416168829,0.23432265645478148,0.05718718344531748,-1.4388000518083572,0.05424444377422333,0.07741111516952515,0.1332666575908661,0.14402221143245697,0.15382221341133118,0.1673888862133026,0.1829555481672287,0.17582222819328308,0.23332221806049347,0.2183888703584671,0.15713283101073877,0.09131500630434146,0.07883510758949003,0.40536845708171826,0.0994233843758951,-0.12099293754910527,-0.5017520996815745,0.21429491406733095,0.0509549756317631,-1.4262887984514236
138,32.27443984,-6.630808243,1156.92,22.98,27.18,6,0.0692666620016098,0.09471110999584198,0.13565555214881897,0.1536611020565033,0.16876111924648285,0.18123890459537506,0.19491110742092133,0.19866666197776794,0.2626277804374695,0.22555555403232574,0.17925448128971583,0.10701529116783703,0.09946583387940362,0.3459679232236686,0.12773776122039918,-0.1480020052186353,-0.46990874619916656,0.20243537704276643,0.05923715452085343,-1.4634110778570175,0.0623222179710865,0.08421111106872559,0.10582222044467926,0.13582220673561096,0.20703333616256714,0.24015556275844574,0.25111111998558044,0.25432220101356506,0.22727778553962708,0.18558889627456665,0.40704771080985946,0.2543177386492269,0.25603773367271254,0.4977302217463025,0.3037336730208987,0.0498199981664866,-0.4592994343277842,0.030418644578084218,0.04218023336602705,-1.6162444800138474
139,32.28384152,-6.621784911,1333.79,7.12,30.61,6,0.06423333287239075,0.09014444053173065,0.1348000019788742,0.1535777598619461,0.16076667606830597,0.17124444246292114,0.18297776579856873,0.19172221422195435,0.28412219882011414,0.265155553817749,0.1516083519783161,0.08836954069557079,0.07976304214694191,0.3398966571567372,0.11046758503454845,-0.21653701662678923,-0.518287598665023,0.25777288420634287,0.07533657898006396,-1.4085999578237534,0.0629444420337677,0.0882333293557167,0.13295555114746094,0.14697778224945068,0.16208890080451965,0.17562222480773926,0.1862444430589676,0.1922222077846527,0.26392224431037903,0.2517777681350708,0.16694515260579626,0.09757487601631713,0.08811609244797619,0.3570821508930507,0.13338569201392791,-0.17255341911856306,-0.4988957369800144,0.22859700799095198,0.06644975363366612,-1.4195333123207092
